user_id,plan,signup_date,churn_date,monthly_fee,country,is_churned,customer_lifetime_days
519,Basic,2023-12-28,,199.0,Unknown,0,766
520,Basic,2023-07-06,,399.0,India,0,941
521,Standard,2023-05-08,,399.0,UK,0,1000
522,Basic,2023-05-22,2024-02-03,799.0,UK,1,257
523,Basic,2023-09-19,,799.0,US,0,866
524,Unknown,2023-04-27,,399.0,Germany,0,1011
525,Unknown,2023-06-18,,399.0,UK,0,959
526,Standard,2023-10-20,,199.0,Germany,0,835
527,Standard,2023-08-11,,399.0,India,0,905
528,Standard,2023-09-04,,199.0,Australia,0,881
529,Premium,2023-04-10,,199.0,Australia,0,1028
530,Standard,2023-02-08,,799.0,UK,0,1089
531,Standard,2023-12-10,,199.0,UK,0,784
532,Basic,2023-03-10,,799.0,US,0,1059
533,Basic,2023-05-26,,399.0,UK,0,982
534,Standard,2023-07-30,,199.0,US,0,917
535,Basic,2023-04-26,,399.0,UK,0,1012
536,Basic,2023-11-27,,399.0,Germany,0,797
537,Basic,2023-01-13,,799.0,UK,0,1115
538,Standard,2023-07-02,,799.0,India,0,945
539,Basic,2023-07-02,,199.0,US,0,945
540,Premium,2023-06-11,,199.0,Australia,0,966
541,Standard,2023-01-20,2023-09-05,399.0,US,1,228
542,Standard,2023-12-25,,799.0,UK,0,769
543,Premium,2023-05-28,,399.0,US,0,980
544,Basic,2023-02-26,,199.0,Unknown,0,1071
545,Basic,2023-08-19,,199.0,Unknown,0,897
546,Premium,2023-10-14,,199.0,Unknown,0,841
547,Premium,2023-10-06,,399.0,Germany,0,849
548,Basic,2023-02-16,,399.0,Germany,0,1081
549,Premium,2023-10-03,,799.0,US,0,852
550,Basic,2023-10-15,,199.0,US,0,840
551,Basic,2023-02-05,,399.0,India,0,1092
552,Basic,2023-04-23,,799.0,Unknown,0,1015
553,Basic,2023-01-14,,199.0,Australia,0,1114
554,Basic,2023-12-04,,199.0,Australia,0,790
555,Premium,2023-05-04,,799.0,Unknown,0,1004
556,Basic,2023-08-12,,199.0,US,0,904
557,Basic,2023-03-17,,199.0,US,0,1052
558,Basic,2023-09-21,,199.0,Unknown,0,864
559,Basic,2023-09-29,,199.0,Unknown,0,856
560,Basic,2023-08-21,,399.0,Australia,0,895
561,Basic,2023-10-13,,399.0,India,0,842
562,Standard,2023-07-27,2023-10-02,399.0,Australia,1,67
563,Basic,2023-01-18,,399.0,UK,0,1110
564,Basic,2023-05-13,,399.0,Australia,0,995
565,Basic,2023-06-09,,199.0,US,0,968
566,Standard,2023-02-22,2024-01-20,399.0,UK,1,332
567,Basic,2023-07-26,,399.0,Germany,0,921
568,Basic,2023-06-12,,799.0,US,0,965
569,Standard,2023-02-21,,199.0,UK,0,1076
570,Basic,2023-05-30,,799.0,Unknown,0,978
571,Basic,2023-11-28,,799.0,US,0,796
572,Basic,2023-09-14,2023-10-09,199.0,Australia,1,25
573,Premium,2023-07-02,2023-12-27,399.0,UK,1,178
574,Basic,2023-01-21,,199.0,US,0,1107
575,Unknown,2023-05-30,,399.0,Germany,0,978
576,Basic,2023-01-14,2023-05-05,399.0,Germany,1,111
577,Basic,2023-05-17,,199.0,Germany,0,991
578,Standard,2023-03-25,2023-05-27,399.0,UK,1,63
579,Standard,2023-12-02,,799.0,Germany,0,792
580,Premium,2023-10-01,2023-12-24,199.0,Germany,1,84
581,Basic,2023-12-04,,399.0,Germany,0,790
582,Premium,2023-03-04,,399.0,Germany,0,1065
583,Premium,2023-08-04,,799.0,US,0,912
584,Basic,2023-03-27,,799.0,India,0,1042
585,Standard,2023-07-17,,199.0,Australia,0,930
586,Standard,2023-08-28,,399.0,Germany,0,888
587,Basic,2023-06-15,,199.0,UK,0,962
588,Premium,2023-02-20,,199.0,UK,0,1077
589,Standard,2023-05-09,,199.0,Australia,0,999
590,Premium,2023-12-30,,199.0,Australia,0,764
591,Basic,2023-01-13,,199.0,Unknown,0,1115
592,Standard,2023-09-17,2024-03-13,399.0,India,1,178
593,Basic,2023-06-07,,199.0,US,0,970
594,Basic,2023-10-06,,199.0,UK,0,849
595,Standard,2023-08-26,,799.0,Germany,0,890
596,Unknown,2023-01-13,,799.0,Australia,0,1115
597,Basic,2023-09-28,2023-10-06,399.0,UK,1,8
598,Basic,2023-02-28,,399.0,US,0,1069
599,Basic,2023-12-12,,399.0,UK,0,782
600,Basic,2023-07-12,,199.0,Australia,0,935
601,Premium,2023-06-17,,799.0,Unknown,0,960
602,Basic,2023-11-10,,199.0,UK,0,814
603,Standard,2023-03-16,2023-10-26,199.0,US,1,224
604,Standard,2023-04-25,,199.0,US,0,1013
605,Premium,2023-06-23,,399.0,Unknown,0,954
606,Basic,2023-03-14,,399.0,US,0,1055
607,Basic,2023-09-17,,199.0,India,0,868
608,Standard,2023-11-14,,399.0,Australia,0,810
609,Basic,2023-01-19,2023-06-08,199.0,Australia,1,140
610,Basic,2023-03-10,,399.0,Unknown,0,1059
611,Premium,2023-02-17,,399.0,US,0,1080
612,Standard,2023-02-11,2023-02-27,799.0,Germany,1,16
613,Basic,2023-11-17,,199.0,India,0,807
614,Standard,2023-08-31,,399.0,Australia,0,885
615,Premium,2023-07-13,,399.0,Australia,0,934
616,Premium,2023-09-06,2024-01-02,199.0,Australia,1,118
617,Basic,2023-03-11,,399.0,US,0,1058
618,Premium,2023-01-07,,199.0,India,0,1121
619,Basic,2023-05-23,2023-06-29,199.0,US,1,37
620,Standard,2023-12-01,2024-03-15,399.0,US,1,105
621,Standard,2023-11-06,,199.0,UK,0,818
622,Unknown,2023-08-30,,199.0,Germany,0,886
623,Standard,2023-10-17,,199.0,US,0,838
624,Basic,2023-02-13,,199.0,Australia,0,1084
625,Standard,2023-07-30,2024-01-04,199.0,UK,1,158
626,Basic,2023-11-28,,199.0,US,0,796
627,Premium,2023-03-22,,399.0,Germany,0,1047
628,Basic,2023-05-15,,399.0,US,0,993
629,Basic,2023-02-26,,399.0,Germany,0,1071
630,Standard,2023-11-25,,199.0,Germany,0,799
631,Basic,2023-11-12,2024-03-16,399.0,India,1,125
632,Standard,2023-07-26,,799.0,UK,0,921
633,Standard,2023-11-01,2024-01-06,399.0,India,1,66
634,Standard,2023-07-11,2023-12-09,799.0,India,1,151
635,Premium,2023-02-25,2023-10-20,199.0,Australia,1,237
636,Basic,2023-02-05,,799.0,UK,0,1092
637,Basic,2023-07-28,,199.0,Australia,0,919
638,Basic,2023-09-27,,799.0,India,0,858
639,Basic,2023-09-02,,399.0,UK,0,883
640,Basic,2023-11-11,,799.0,US,0,813
641,Standard,2023-08-19,,399.0,Unknown,0,897
642,Basic,2023-07-16,,399.0,Germany,0,931
643,Basic,2023-02-24,,399.0,Australia,0,1073
644,Premium,2023-08-09,2023-12-07,399.0,Unknown,1,120
645,Premium,2023-08-05,,199.0,Unknown,0,911
646,Basic,2023-12-08,,199.0,Germany,0,786
647,Basic,2023-11-22,,199.0,Germany,0,802
648,Premium,2023-08-22,2023-11-03,399.0,UK,1,73
649,Standard,2023-12-12,,799.0,Germany,0,782
650,Basic,2023-07-01,,399.0,US,0,946
651,Basic,2023-09-21,,399.0,US,0,864
652,Premium,2023-12-25,,199.0,India,0,769
653,Basic,2023-12-29,,399.0,India,0,765
654,Unknown,2023-04-19,,399.0,Australia,0,1019
655,Standard,2023-07-04,,799.0,Australia,0,943
656,Basic,2023-03-05,,399.0,Germany,0,1064
657,Premium,2023-02-19,,199.0,UK,0,1078
658,Basic,2023-06-17,,799.0,Australia,0,960
659,Basic,2023-08-08,,199.0,India,0,908
660,Standard,2023-12-02,,399.0,Australia,0,792
661,Basic,2023-01-30,,399.0,US,0,1098
662,Premium,2023-12-29,,799.0,US,0,765
663,Standard,2023-02-10,,199.0,Australia,0,1087
664,Basic,2023-10-28,,199.0,India,0,827
665,Basic,2023-06-24,,199.0,Germany,0,953
666,Basic,2023-02-03,2023-06-15,799.0,Unknown,1,132
667,Standard,2023-01-25,2023-03-17,399.0,US,1,51
668,Basic,2023-02-20,,399.0,UK,0,1077
669,Standard,2023-05-29,,199.0,US,0,979
670,Premium,2023-03-27,,399.0,Australia,0,1042
671,Premium,2023-08-06,2023-09-08,799.0,UK,1,33
672,Basic,2023-03-30,2024-02-09,399.0,Germany,1,316
673,Basic,2023-03-05,,799.0,UK,0,1064
674,Basic,2023-04-03,,199.0,Unknown,0,1035
675,Basic,2023-05-01,,799.0,Germany,0,1007
676,Basic,2023-09-11,,199.0,Germany,0,874
677,Standard,2023-06-17,,399.0,UK,0,960
678,Premium,2023-09-14,,399.0,Germany,0,871
679,Basic,2023-03-18,,399.0,Unknown,0,1051
680,Basic,2023-11-01,,199.0,UK,0,823
681,Basic,2023-08-29,2023-12-03,199.0,Germany,1,96
682,Basic,2023-09-01,,199.0,Germany,0,884
683,Standard,2023-11-14,,799.0,Germany,0,810
684,Basic,2023-09-15,,399.0,Australia,0,870
685,Premium,2023-08-13,2024-03-06,199.0,Unknown,1,206
686,Premium,2023-12-25,,199.0,Germany,0,769
687,Basic,2023-01-22,,199.0,UK,0,1106
688,Basic,2023-07-04,,399.0,Australia,0,943
689,Premium,2023-01-11,,199.0,India,0,1117
690,Standard,2023-01-30,2023-10-23,199.0,Australia,1,266
691,Basic,2023-06-22,2024-01-10,399.0,India,1,202
692,Standard,2023-01-19,,199.0,Germany,0,1109
693,Basic,2023-04-08,,199.0,Australia,0,1030
694,Premium,2023-11-25,,399.0,Unknown,0,799
695,Standard,2023-05-23,,799.0,US,0,985
696,Premium,2023-10-09,,399.0,Australia,0,846
697,Standard,2023-01-13,,399.0,Australia,0,1115
698,Premium,2023-09-26,,199.0,India,0,859
699,Basic,2023-01-31,2024-02-06,399.0,US,1,371
700,Basic,2023-06-29,,199.0,Australia,0,948
701,Basic,2023-09-18,,399.0,Germany,0,867
702,Premium,2023-08-20,2023-11-17,799.0,Unknown,1,89
703,Basic,2023-12-01,2024-02-24,399.0,Germany,1,85
704,Standard,2023-09-30,,199.0,US,0,855
705,Standard,2023-06-09,,399.0,India,0,968
706,Premium,2023-10-04,,399.0,India,0,851
707,Basic,2023-10-30,,399.0,Australia,0,825
708,Basic,2023-09-06,2024-01-12,799.0,US,1,128
709,Basic,2023-03-20,,199.0,Germany,0,1049
710,Basic,2023-11-02,,399.0,Germany,0,822
711,Basic,2023-12-16,,799.0,Unknown,0,778
712,Standard,2023-05-08,,799.0,UK,0,1000
713,Basic,2023-10-14,,199.0,Unknown,0,841
714,Unknown,2023-05-08,,799.0,Germany,0,1000
715,Standard,2023-06-27,,399.0,India,0,950
716,Basic,2023-02-02,,799.0,Germany,0,1095
717,Premium,2023-03-31,,799.0,India,0,1038
718,Basic,2023-06-21,,199.0,Unknown,0,956
719,Basic,2023-08-21,,799.0,Unknown,0,895
720,Premium,2023-08-18,,399.0,Germany,0,898
721,Basic,2023-06-08,2024-02-19,199.0,India,1,256
722,Standard,2023-06-27,2024-03-02,399.0,US,1,249
723,Basic,2023-08-07,,399.0,Unknown,0,909
724,Standard,2023-11-24,,399.0,UK,0,800
725,Standard,2023-06-18,,399.0,Unknown,0,959
726,Basic,2023-08-30,2023-12-15,399.0,Australia,1,107
727,Basic,2023-08-24,,399.0,US,0,892
728,Standard,2023-05-19,2023-06-16,199.0,India,1,28
729,Standard,2023-02-17,,799.0,Australia,0,1080
730,Basic,2023-08-12,,799.0,UK,0,904
731,Basic,2023-04-25,2023-07-20,799.0,UK,1,86
732,Unknown,2023-11-26,2024-02-28,399.0,Germany,1,94
733,Basic,2023-11-30,,199.0,US,0,794
734,Premium,2023-11-12,,399.0,UK,0,812
735,Basic,2023-03-18,,399.0,Unknown,0,1051
736,Standard,2023-08-02,,199.0,Unknown,0,914
737,Standard,2023-01-19,,199.0,Unknown,0,1109
738,Standard,2023-05-21,2023-10-01,399.0,US,1,133
739,Standard,2023-03-02,,199.0,Unknown,0,1067
740,Premium,2023-11-11,,399.0,Unknown,0,813
741,Standard,2023-07-21,,399.0,US,0,926
742,Premium,2023-11-30,,199.0,Australia,0,794
743,Premium,2023-01-13,,199.0,UK,0,1115
744,Basic,2023-06-21,,399.0,US,0,956
745,Premium,2023-12-24,,799.0,Germany,0,770
746,Standard,2023-06-09,,199.0,Australia,0,968
747,Basic,2023-05-24,,199.0,US,0,984
748,Basic,2023-10-11,,799.0,US,0,844
749,Premium,2023-03-27,,199.0,UK,0,1042
750,Standard,2023-01-23,2023-09-10,199.0,UK,1,230
751,Basic,2023-06-06,2023-08-14,199.0,Australia,1,69
752,Standard,2023-06-26,,199.0,Germany,0,951
753,Basic,2023-10-07,,799.0,Germany,0,848
754,Basic,2023-09-07,,199.0,Australia,0,878
755,Standard,2023-11-11,,799.0,US,0,813
756,Standard,2023-06-25,2024-03-01,199.0,India,1,250
757,Basic,2023-01-06,2024-01-18,399.0,Australia,1,377
758,Basic,2023-01-29,,799.0,US,0,1099
759,Standard,2023-05-23,,199.0,Unknown,0,985
760,Premium,2023-02-09,,199.0,Unknown,0,1088
761,Premium,2023-05-08,2023-08-29,399.0,US,1,113
762,Basic,2023-03-31,,199.0,Australia,0,1038
763,Standard,2023-12-23,,399.0,UK,0,771
764,Standard,2023-10-26,,199.0,Australia,0,829
765,Premium,2023-11-26,,199.0,Unknown,0,798
766,Standard,2023-10-24,,199.0,UK,0,831
767,Premium,2023-03-02,,799.0,Australia,0,1067
768,Basic,2023-08-18,,399.0,UK,0,898
769,Basic,2023-04-13,2023-12-11,399.0,UK,1,242
770,Basic,2023-02-10,,399.0,Unknown,0,1087
771,Standard,2023-08-10,,399.0,Unknown,0,906
772,Premium,2023-02-24,2023-10-09,399.0,Australia,1,227
773,Standard,2023-08-05,,199.0,Unknown,0,911
774,Standard,2023-06-18,2024-03-12,399.0,India,1,268
775,Basic,2023-11-03,,199.0,Australia,0,821
776,Standard,2023-01-29,,799.0,Unknown,0,1099
777,Basic,2023-12-19,2024-03-25,199.0,UK,1,97
778,Basic,2023-08-05,,199.0,UK,0,911
779,Basic,2023-03-27,,399.0,Australia,0,1042
780,Standard,2023-08-12,,199.0,UK,0,904
781,Standard,2023-08-30,,399.0,UK,0,886
782,Standard,2023-07-24,,199.0,Australia,0,923
783,Standard,2023-08-17,,199.0,India,0,899
784,Standard,2023-04-08,,199.0,Australia,0,1030
785,Premium,2023-10-22,,399.0,Unknown,0,833
786,Standard,2023-05-24,,799.0,Germany,0,984
787,Premium,2023-06-07,,799.0,Australia,0,970
788,Basic,2023-01-26,,799.0,India,0,1102
789,Standard,2023-11-04,,199.0,India,0,820
790,Basic,2023-11-10,,199.0,Germany,0,814
791,Basic,2023-10-10,,799.0,Australia,0,845
792,Premium,2023-11-12,,199.0,US,0,812
793,Basic,2023-04-04,,399.0,Germany,0,1034
794,Basic,2023-10-04,,799.0,UK,0,851
795,Standard,2023-08-27,,399.0,UK,0,889
796,Premium,2023-11-17,2024-03-13,199.0,Unknown,1,117
797,Premium,2023-10-23,,199.0,India,0,832
798,Unknown,2023-01-15,,799.0,Germany,0,1113
799,Premium,2023-03-16,,199.0,UK,0,1053
800,Standard,2023-04-27,,199.0,Australia,0,1011
801,Basic,2023-08-21,,799.0,Germany,0,895
802,Basic,2023-08-27,,399.0,Australia,0,889
803,Basic,2023-02-25,,199.0,Australia,0,1072
804,Standard,2023-08-25,2023-08-31,799.0,Germany,1,6
805,Premium,2023-01-08,,399.0,UK,0,1120
806,Basic,2023-07-01,,199.0,Germany,0,946
807,Premium,2023-08-19,,199.0,Unknown,0,897
808,Premium,2023-07-22,,799.0,India,0,925
809,Standard,2023-09-21,,399.0,UK,0,864
810,Basic,2023-08-17,,199.0,India,0,899
811,Basic,2023-11-08,,399.0,US,0,816
812,Standard,2023-05-16,,199.0,Germany,0,992
813,Standard,2023-08-01,,199.0,US,0,915
814,Basic,2023-06-25,2023-07-15,199.0,UK,1,20
815,Basic,2023-03-27,,199.0,Germany,0,1042
816,Basic,2023-01-01,,199.0,Australia,0,1127
817,Unknown,2023-09-02,,799.0,UK,0,883
818,Premium,2023-03-14,,399.0,Unknown,0,1055
819,Unknown,2023-10-13,,199.0,India,0,842
820,Premium,2023-10-07,,399.0,Germany,0,848
821,Standard,2023-11-13,,199.0,US,0,811
822,Premium,2023-07-08,,799.0,Germany,0,939
823,Basic,2023-10-12,,199.0,Australia,0,843
824,Standard,2023-10-15,,199.0,Germany,0,840
825,Basic,2023-10-13,,199.0,India,0,842
826,Basic,2023-05-15,,799.0,Germany,0,993
827,Premium,2023-09-21,,199.0,India,0,864
828,Basic,2023-06-02,,799.0,Germany,0,975
829,Premium,2023-05-20,,199.0,Germany,0,988
830,Standard,2023-06-16,,799.0,Australia,0,961
831,Basic,2023-04-27,,799.0,Australia,0,1011
832,Basic,2023-12-06,,199.0,US,0,788
833,Basic,2023-02-03,,199.0,Germany,0,1094
834,Standard,2023-12-03,,799.0,Unknown,0,791
835,Premium,2023-09-05,2023-12-30,799.0,Germany,1,116
836,Basic,2023-12-09,,399.0,Unknown,0,785
837,Standard,2023-07-16,2024-03-05,199.0,India,1,233
838,Unknown,2023-12-13,,199.0,Unknown,0,781
839,Basic,2023-10-25,,399.0,Unknown,0,830
840,Premium,2023-07-02,,199.0,Germany,0,945
841,Premium,2023-01-28,,199.0,Unknown,0,1100
842,Standard,2023-09-21,,399.0,US,0,864
843,Standard,2023-10-31,,399.0,Unknown,0,824
844,Basic,2023-12-25,,199.0,India,0,769
845,Standard,2023-03-04,,399.0,Unknown,0,1065
846,Premium,2023-11-04,2024-03-10,199.0,Unknown,1,127
847,Basic,2023-10-30,,399.0,Unknown,0,825
848,Basic,2023-08-07,,199.0,Australia,0,909
849,Basic,2023-04-26,2023-05-25,799.0,Australia,1,29
850,Basic,2023-12-08,,799.0,UK,0,786
851,Basic,2023-02-28,,199.0,India,0,1069
852,Premium,2023-10-24,,399.0,Unknown,0,831
853,Standard,2023-02-20,,799.0,Germany,0,1077
854,Standard,2023-03-20,2024-01-22,399.0,UK,1,308
855,Basic,2023-06-17,2024-02-09,399.0,US,1,237
856,Basic,2023-03-17,,199.0,UK,0,1052
857,Standard,2023-01-05,,199.0,India,0,1123
858,Standard,2023-08-13,,399.0,Australia,0,903
859,Basic,2023-02-12,,799.0,Germany,0,1085
860,Basic,2023-03-20,2023-10-31,399.0,India,1,225
861,Standard,2023-06-06,,199.0,Australia,0,971
862,Unknown,2023-04-24,,199.0,US,0,1014
863,Basic,2023-03-12,,199.0,India,0,1057
864,Basic,2023-07-07,2023-10-02,399.0,India,1,87
865,Standard,2023-01-06,,399.0,Germany,0,1122
866,Basic,2023-06-12,2023-11-16,199.0,Australia,1,157
867,Standard,2023-08-06,2023-11-13,399.0,UK,1,99
868,Unknown,2023-03-20,2023-09-16,799.0,UK,1,180
869,Basic,2023-08-16,2024-01-28,199.0,US,1,165
870,Standard,2023-11-23,,199.0,Australia,0,801
871,Basic,2023-06-21,2023-10-09,799.0,India,1,110
872,Standard,2023-02-07,,199.0,Unknown,0,1090
873,Unknown,2023-09-14,,399.0,Australia,0,871
874,Standard,2023-08-28,2023-12-25,199.0,UK,1,119
875,Basic,2023-07-16,2023-11-12,399.0,US,1,119
876,Basic,2023-07-29,,199.0,Unknown,0,918
877,Standard,2023-07-28,,199.0,India,0,919
878,Premium,2023-10-12,2024-03-12,399.0,Germany,1,152
879,Standard,2023-06-09,,399.0,UK,0,968
880,Standard,2023-10-11,,199.0,Australia,0,844
881,Premium,2023-12-26,,199.0,US,0,768
882,Basic,2023-01-17,,199.0,Unknown,0,1111
883,Unknown,2023-10-31,,199.0,Unknown,0,824
884,Standard,2023-10-07,2023-11-19,199.0,Australia,1,43
885,Basic,2023-04-28,,199.0,UK,0,1010
886,Premium,2023-06-15,,399.0,Unknown,0,962
887,Basic,2023-09-23,,399.0,Germany,0,862
888,Basic,2023-04-22,2024-02-27,799.0,UK,1,311
889,Basic,2023-07-08,2024-02-07,399.0,UK,1,214
890,Standard,2023-10-03,,199.0,India,0,852
891,Basic,2023-06-03,2023-12-23,399.0,UK,1,203
892,Standard,2023-04-15,,399.0,Germany,0,1023
893,Basic,2023-06-04,,199.0,Australia,0,973
894,Standard,2023-03-22,,199.0,Unknown,0,1047
895,Basic,2023-03-22,,199.0,Australia,0,1047
896,Premium,2023-12-26,,399.0,Australia,0,768
897,Premium,2023-08-31,,199.0,Unknown,0,885
898,Basic,2023-01-19,,199.0,Australia,0,1109
899,Basic,2023-02-13,,199.0,Unknown,0,1084
900,Standard,2023-10-13,,799.0,US,0,842
901,Standard,2023-08-21,,399.0,Unknown,0,895
902,Basic,2023-11-04,,199.0,US,0,820
903,Standard,2023-11-25,,799.0,UK,0,799
904,Premium,2023-01-22,,399.0,UK,0,1106
905,Premium,2023-07-08,,399.0,UK,0,939
906,Basic,2023-09-29,2023-10-17,399.0,Germany,1,18
907,Premium,2023-09-14,2023-11-07,799.0,Australia,1,54
908,Standard,2023-05-03,,799.0,India,0,1005
909,Basic,2023-06-25,,399.0,India,0,952
910,Basic,2023-05-06,2023-08-04,199.0,India,1,90
911,Standard,2023-07-18,,399.0,US,0,929
912,Standard,2023-01-20,,199.0,UK,0,1108
913,Premium,2023-08-28,,799.0,UK,0,888
914,Standard,2023-07-11,,799.0,India,0,936
915,Basic,2023-06-15,2024-02-12,199.0,US,1,242
916,Basic,2023-01-05,,199.0,India,0,1123
917,Premium,2023-07-19,,399.0,UK,0,928
918,Standard,2023-10-12,2024-02-25,799.0,UK,1,136
919,Basic,2023-11-15,,399.0,Australia,0,809
920,Premium,2023-02-17,,199.0,Australia,0,1080
921,Basic,2023-11-11,,199.0,US,0,813
922,Basic,2023-10-25,,399.0,India,0,830
923,Standard,2023-07-01,,399.0,India,0,946
924,Basic,2023-10-11,,399.0,Unknown,0,844
925,Basic,2023-07-22,,199.0,Germany,0,925
926,Standard,2023-01-29,,799.0,US,0,1099
927,Premium,2023-07-25,,799.0,Unknown,0,922
928,Basic,2023-10-10,,399.0,US,0,845
929,Basic,2023-04-15,,799.0,UK,0,1023
930,Standard,2023-07-23,,399.0,Unknown,0,924
931,Basic,2023-07-26,,399.0,UK,0,921
932,Basic,2023-05-05,,799.0,UK,0,1003
933,Basic,2023-07-04,,399.0,Australia,0,943
934,Premium,2023-10-02,,399.0,UK,0,853
935,Basic,2023-04-27,2023-09-08,199.0,Germany,1,134
936,Basic,2023-10-20,,199.0,Australia,0,835
937,Standard,2023-05-27,,399.0,UK,0,981
938,Standard,2023-08-15,,199.0,UK,0,901
939,Basic,2023-01-31,,399.0,India,0,1097
940,Basic,2023-08-27,,399.0,UK,0,889
941,Standard,2023-01-18,,399.0,Germany,0,1110
942,Premium,2023-03-16,,199.0,US,0,1053
943,Basic,2023-12-15,,199.0,Unknown,0,779
944,Standard,2023-02-26,,199.0,Australia,0,1071
945,Basic,2023-09-01,,199.0,Germany,0,884
946,Standard,2023-11-08,,799.0,Unknown,0,816
947,Standard,2023-04-21,,199.0,US,0,1017
948,Basic,2023-09-12,,199.0,India,0,873
949,Standard,2023-10-20,,799.0,Unknown,0,835
950,Standard,2023-08-13,,799.0,India,0,903
951,Basic,2023-03-04,,199.0,Unknown,0,1065
952,Basic,2023-12-14,,799.0,US,0,780
953,Unknown,2023-02-01,,199.0,US,0,1096
954,Premium,2023-01-27,,799.0,UK,0,1101
955,Standard,2023-08-12,,399.0,Australia,0,904
956,Standard,2023-09-28,,199.0,India,0,857
957,Basic,2023-05-29,,199.0,Unknown,0,979
958,Basic,2023-03-20,2024-01-25,199.0,Germany,1,311
959,Premium,2023-01-20,,199.0,India,0,1108
960,Basic,2023-06-23,,399.0,US,0,954
961,Unknown,2023-08-22,,199.0,Unknown,0,894
962,Premium,2023-01-28,2023-04-15,399.0,UK,1,77
963,Standard,2023-04-01,,399.0,India,0,1037
964,Basic,2023-07-08,,399.0,Germany,0,939
965,Basic,2023-10-28,,199.0,UK,0,827
966,Basic,2023-09-05,,799.0,Australia,0,880
967,Standard,2023-10-01,,399.0,Australia,0,854
968,Basic,2023-07-08,,199.0,Germany,0,939
969,Premium,2023-01-25,,399.0,UK,0,1103
970,Basic,2023-01-28,,399.0,Australia,0,1100
971,Premium,2023-04-06,,199.0,India,0,1032
972,Premium,2023-01-02,,199.0,Australia,0,1126
973,Standard,2023-11-13,,799.0,Unknown,0,811
974,Basic,2023-09-12,,399.0,UK,0,873
975,Basic,2023-09-21,,199.0,US,0,864
976,Basic,2023-07-12,,199.0,UK,0,935
977,Basic,2023-12-31,,399.0,Australia,0,763
978,Standard,2023-11-12,,399.0,UK,0,812
979,Standard,2023-09-16,,199.0,Unknown,0,869
980,Premium,2023-12-03,,799.0,India,0,791
981,Basic,2023-10-30,,199.0,India,0,825
982,Basic,2023-02-25,,399.0,Germany,0,1072
983,Premium,2023-11-10,,199.0,India,0,814
984,Unknown,2023-05-29,,199.0,US,0,979
985,Basic,2023-12-14,,799.0,US,0,780
986,Premium,2023-06-30,,199.0,India,0,947
987,Standard,2023-12-17,,399.0,UK,0,777
988,Basic,2023-11-25,2024-01-26,199.0,UK,1,62
989,Standard,2023-11-28,,199.0,Australia,0,796
990,Basic,2023-03-27,,399.0,Australia,0,1042
991,Basic,2023-11-06,,399.0,Germany,0,818
992,Unknown,2023-10-02,2024-01-17,199.0,Australia,1,107
993,Standard,2023-11-16,,199.0,Germany,0,808
994,Basic,2023-12-24,,799.0,Australia,0,770
995,Standard,2023-11-27,,399.0,Germany,0,797
996,Basic,2023-03-14,,799.0,US,0,1055
997,Premium,2023-12-17,,799.0,Unknown,0,777
998,Standard,2023-12-04,,199.0,Germany,0,790
999,Standard,2023-09-29,,799.0,Unknown,0,856
1000,Basic,2023-11-04,2023-12-01,199.0,US,1,27
1001,Basic,2023-04-14,,399.0,US,0,1024
1002,Standard,2023-01-20,,199.0,UK,0,1108
1003,Basic,2023-02-16,,199.0,Germany,0,1081
1004,Premium,2023-07-02,,799.0,India,0,945
1005,Basic,2023-02-15,,199.0,UK,0,1082
1006,Basic,2023-12-29,,199.0,Germany,0,765
1007,Basic,2023-06-14,,199.0,US,0,963
1008,Standard,2023-01-23,,799.0,Unknown,0,1105
1009,Unknown,2023-09-17,2023-11-29,199.0,Unknown,1,73
1010,Basic,2023-10-10,,399.0,US,0,845
1011,Premium,2023-07-11,,399.0,Germany,0,936
1012,Basic,2023-05-10,,199.0,UK,0,998
1013,Premium,2023-08-17,2024-01-24,199.0,Australia,1,160
1014,Standard,2023-06-15,,399.0,India,0,962
1015,Basic,2023-04-01,,199.0,US,0,1037
1016,Premium,2023-03-23,,199.0,UK,0,1046
1017,Premium,2023-02-07,2023-09-07,199.0,India,1,212
1018,Basic,2023-03-05,,399.0,US,0,1064
1019,Basic,2023-08-29,,199.0,UK,0,887
1020,Basic,2023-06-15,,199.0,Germany,0,962
1021,Standard,2023-11-23,,199.0,Unknown,0,801
1022,Unknown,2023-04-01,,199.0,Unknown,0,1037
1023,Premium,2023-12-14,,399.0,Australia,0,780
1024,Basic,2023-09-27,2024-02-17,399.0,Germany,1,143
1025,Basic,2023-09-09,,399.0,Unknown,0,876
1026,Standard,2023-08-08,,399.0,Unknown,0,908
1027,Standard,2023-11-17,,399.0,UK,0,807
1028,Basic,2023-08-27,,399.0,India,0,889
1029,Standard,2023-10-22,,199.0,Unknown,0,833
1030,Unknown,2023-03-16,,199.0,Germany,0,1053
1031,Basic,2023-08-19,2023-11-21,199.0,India,1,94
1032,Basic,2023-02-15,2023-07-17,399.0,US,1,152
1033,Premium,2023-03-09,,199.0,UK,0,1060
1034,Basic,2023-07-20,,399.0,India,0,927
1035,Basic,2023-06-18,,199.0,US,0,959
1036,Basic,2023-08-26,,399.0,India,0,890
1037,Premium,2023-08-01,,199.0,Unknown,0,915
1038,Basic,2023-10-14,,399.0,Germany,0,841
