claim_id,risk_category,claim_amount,claim_date,settled
609,Medical,40534.041764777845,2022-12-23,True
610,Auto,3856.8615371520004,2022-11-07,False
611,Fraud,66294.166208095,2023-05-21,True
612,Medical,16888.184032077257,2023-06-03,False
613,Fraud,24108.477754238684,2023-10-26,True
614,Fraud,102165.05726348209,2023-09-30,True
615,Property,35357.319893356354,2023-03-25,False
616,Property,57675.79762776327,2022-10-12,True
617,Fraud,77646.86050869436,2022-10-09,False
618,Auto,15158.977058670142,2022-03-15,True
619,Medical,12830.927188906659,2022-02-14,True
620,Medical,89860.44832640803,2023-06-13,True
621,Auto,38888.48172620007,2023-11-07,True
622,Property,54160.951676506724,2023-04-02,False
623,Property,57745.47313569733,2023-07-29,False
624,Auto,39301.47639901524,2023-02-11,False
625,Auto,25074.215146179224,2022-04-03,False
626,Property,73599.07331809594,2022-11-18,True
627,Fraud,21188.519284859693,2023-04-11,True
628,Property,58083.60905638891,2023-08-27,False
629,Fraud,90083.50191776731,2023-07-08,False
630,Medical,20561.05154433672,2022-11-23,False
631,Medical,154776.18102132797,2023-08-06,False
632,Fraud,13644.240884793038,2023-12-29,True
633,Fraud,28686.98436361695,2023-07-22,False
634,Property,28115.78304571517,2023-08-14,True
635,Auto,45960.98648380472,2023-02-19,True
636,Fraud,16145.016043851945,2023-05-14,True
637,Medical,48670.36993281232,2023-03-16,True
638,Property,75895.62344610225,2023-09-25,True
639,Medical,29791.3868196344,2023-12-15,True
640,Property,19267.477575725687,2023-03-08,True
641,Auto,7581.617082053988,2022-11-24,False
642,Auto,40332.44090479973,2022-09-14,False
643,Medical,62426.797555482844,2023-10-04,True
644,Fraud,9209.533862790997,2023-07-08,False
645,Fraud,9764.884469367531,2022-03-15,True
646,Medical,59190.25074344054,2022-08-22,False
647,Fraud,43964.180501690804,2023-06-05,False
648,Fraud,16031.561654844649,2023-06-27,False
649,Medical,33936.31757809279,2023-08-31,False
650,Medical,27507.769133648802,2022-09-15,False
651,Auto,38106.84756785318,2022-08-17,False
652,Medical,41096.81358491891,2022-09-02,False
653,Auto,32791.78306080112,2023-03-03,False
654,Auto,26209.388491945072,2023-12-11,True
655,Property,52586.09826717703,2023-04-01,True
656,Fraud,,2023-04-18,True
657,Medical,47863.50742111972,2023-07-17,False
658,Fraud,74834.14471293845,2023-12-30,True
659,Property,56189.49039137091,2022-06-23,True
660,Medical,65942.53084628365,2022-03-16,False
661,Medical,24277.01977386191,2022-04-09,True
662,Property,19788.83518300587,2023-05-28,True
663,Fraud,55895.80172108964,2022-05-04,False
664,Auto,94769.7854155142,2022-04-27,False
665,Property,81225.34846636398,2022-12-09,True
666,Property,27860.433378181995,2023-12-08,False
667,Medical,134212.3277669617,2022-08-21,False
668,Auto,52474.431689729514,2022-05-09,True
669,Property,12315.081567754569,2023-01-09,False
670,Fraud,20941.672458890833,2023-07-29,True
671,Property,17454.646659355243,2022-08-24,False
672,Fraud,20067.84278019544,2022-07-09,False
673,Medical,31385.656816279046,2023-12-02,True
674,Property,5661.332526624885,2022-06-17,False
675,Fraud,16499.799453557716,2023-08-30,False
676,Medical,82428.80399415216,2023-10-31,True
677,Medical,74964.78177705973,2022-10-18,False
678,Medical,75567.96491049723,2022-12-07,False
679,Property,45864.306772743636,2023-01-30,False
680,Medical,49427.98553634734,2023-04-19,False
681,Medical,35678.89571916165,2022-05-19,True
682,Fraud,1198.7562756827094,2022-07-10,False
683,Medical,12308.984260986012,2023-07-22,False
684,Property,12688.448075737857,2023-06-03,False
685,Auto,48877.01657278588,2022-02-20,False
686,Medical,103556.81517013723,2023-07-05,False
687,Property,57846.742431859406,2022-10-25,True
688,Medical,81910.93788908084,2022-03-13,False
689,Property,60418.48419180859,2022-09-13,True
690,Medical,20863.560086955913,2022-11-05,True
691,Fraud,32035.98651754638,2022-04-01,True
692,Auto,31396.343817998226,2022-05-29,True
693,Auto,17032.496100389548,2022-01-30,False
694,Property,48292.90414810016,2023-04-07,True
695,Property,82990.02683375665,2023-09-27,False
696,Auto,40242.736909797546,2023-01-20,False
697,Fraud,58925.528265108034,2023-09-29,True
698,Fraud,17070.726820060543,2023-10-08,True
699,Medical,24323.757795752263,2023-06-02,False
700,Fraud,31260.960837836257,2023-01-08,True
701,Auto,29951.398311657213,2022-07-16,False
702,Auto,47908.97886001659,2022-07-09,True
703,Fraud,17044.18944285188,2022-03-20,False
704,Fraud,14447.96170856461,2023-07-01,False
705,Auto,16521.557316777136,2022-03-13,True
706,Auto,66317.50474704341,2022-02-12,True
707,Auto,48772.64662616235,2022-05-13,True
708,Auto,18404.79904258303,2022-04-16,True
709,Auto,6551.011588383071,2023-11-02,False
710,Fraud,30551.036940190654,2022-12-23,True
711,Fraud,29992.163920691793,2022-01-08,False
712,Medical,26156.779506591145,2022-12-09,False
713,Medical,24731.856086840668,2023-03-13,False
714,Property,84780.24316899969,2022-03-21,False
715,Medical,21176.261983361404,2023-07-10,True
716,Fraud,48357.900120238366,2023-11-20,True
717,Medical,17915.753251218895,2023-01-27,False
718,Medical,45663.390015251454,2023-07-30,False
719,Fraud,17689.10323746588,2022-10-15,True
720,Auto,10275.938623145772,2022-04-23,True
721,Fraud,2969.1088743599403,2023-12-21,False
722,Fraud,27521.251305134836,2022-08-14,False
723,Property,32077.912064677355,2022-11-29,False
724,Property,30103.40233396472,2023-02-21,True
725,Property,35983.830972830685,2022-10-05,True
726,Auto,27543.266291281256,2022-01-03,True
727,Medical,29659.1165431764,2023-06-29,False
728,Property,24358.318804618782,2023-04-23,True
729,Fraud,14083.200000016466,2023-02-14,False
730,Property,26929.06296476984,2022-11-03,True
731,Fraud,65561.5914319064,2022-08-02,False
732,Auto,33420.51385796776,2022-01-30,True
733,Property,78500.38645913574,2023-02-23,False
734,Fraud,48240.96770290324,2023-06-21,False
735,Medical,32954.913280217916,2022-01-28,False
736,Auto,20142.069555696966,2023-09-01,True
737,Fraud,10230.70704798642,2022-03-28,True
738,Medical,28585.01664164111,2022-01-26,False
739,Medical,104420.9935805727,2022-04-30,False
740,Fraud,75872.36483470692,2023-12-14,False
741,Property,9991.786005800235,2023-01-27,False
742,Medical,16660.884638238884,2022-12-23,False
743,Auto,38763.71651825365,2022-12-19,False
744,Medical,105263.65627213242,2022-01-15,False
745,Property,3256.970898464984,2022-11-01,False
746,Auto,40609.738084693825,2022-09-11,False
747,Auto,61582.426170014136,2023-09-15,True
748,Auto,37393.5852745853,2023-06-04,False
749,Fraud,99477.3488539465,2023-10-02,False
750,Medical,20454.556669294867,2022-07-05,False
751,Property,28608.212022870735,2023-01-22,False
752,Fraud,33916.24073153023,2023-05-15,True
753,Fraud,30691.786838063195,2022-01-14,False
754,Auto,125797.46395196902,2022-08-18,False
755,Fraud,38022.7315968375,2022-04-01,False
756,Medical,87975.43917974629,2023-02-08,False
757,Fraud,27523.05758623766,2023-05-20,False
758,Fraud,11294.3940213824,2022-01-04,True
759,Auto,56857.8153291569,2023-10-26,False
760,Auto,11819.596029553279,2022-08-07,False
761,Fraud,23662.31092710514,2023-08-11,False
762,Auto,43972.61624937242,2022-08-04,True
763,Property,38803.04570371747,2022-06-08,True
764,Property,29447.178111607,2023-08-02,True
765,Property,9208.88423040999,2023-12-05,True
766,Fraud,14681.060924931748,2023-01-08,False
767,Medical,50418.30523715077,2022-01-17,False
768,Medical,10226.36851260258,2023-05-10,True
769,Auto,68779.6069627259,2023-09-11,True
770,Medical,85233.74330284844,2023-04-11,False
771,Medical,25208.515010075727,2023-03-20,True
772,Fraud,17594.041595718303,2022-03-22,False
773,Auto,94610.39471788408,2022-06-15,True
774,Medical,46964.82098907582,2022-12-23,True
775,Property,62083.70096854389,2022-08-22,True
776,Auto,79489.71087404373,2022-06-11,True
777,Auto,29473.152297871857,2022-06-24,True
778,Auto,38020.725132475156,2023-11-03,True
779,Property,33441.85880929464,2022-12-29,False
780,Medical,27924.104549715314,2023-01-11,False
781,Property,77400.66377336241,2023-11-28,False
782,Auto,19989.732161042713,2022-06-23,False
783,Auto,27199.728511188965,2022-08-26,True
784,Fraud,54886.83978480849,2022-06-12,False
785,Fraud,44124.13015684135,2022-08-26,True
786,Fraud,97243.54742594194,2023-09-10,True
787,Fraud,66643.22449730971,2023-09-22,True
788,Auto,20477.661570638607,2022-08-20,False
789,Property,27810.860037246635,2023-08-11,True
790,Fraud,88603.93062753818,2023-06-01,True
791,Property,58578.526792852994,2023-12-31,True
792,Fraud,22835.73331478922,2022-08-24,True
793,Medical,19284.379518163252,2022-11-19,False
794,Fraud,11403.420119457469,2023-06-28,True
795,Property,59567.8562200531,2023-02-11,False
796,Fraud,88626.01401177341,2022-06-26,True
797,Medical,69049.35361877044,2023-05-15,False
798,Property,71014.52576128999,2022-04-29,False
799,Property,22344.605740990366,2022-07-09,False
800,Property,9823.654678744584,2023-09-06,False
801,Auto,46435.2347140128,2022-12-31,False
802,Property,14534.959588861071,2023-05-01,False
803,Auto,22924.619121686756,2022-03-20,False
804,Medical,43677.264438274746,2022-11-18,True
805,Property,36626.46073063161,2022-05-19,True
806,Property,80924.87899910132,2022-12-02,False
807,Property,33314.10598936009,2023-02-06,False
808,Medical,57721.50009169002,2022-08-14,False
809,Auto,71573.43636199193,2022-09-23,True
810,Fraud,49817.69489506566,2022-11-29,True
811,Medical,35756.70982832126,2022-08-12,True
812,Medical,25319.033738098737,2023-07-26,False
813,Medical,30699.871417972823,2023-07-14,False
814,Auto,34086.10252855277,2023-08-16,False
815,Auto,51933.26881973998,2023-06-04,True
816,Auto,20224.96930871926,2022-09-06,False
817,Auto,21851.01057881681,2023-11-08,False
818,Auto,88228.88783365978,2023-02-25,False
819,Property,38834.36207288978,2022-07-06,True
820,Fraud,12986.710871776666,2022-09-06,False
821,Fraud,28761.667192781875,2022-05-07,False
822,Auto,23819.600495072682,2022-03-29,True
823,Auto,24523.87325928543,2022-02-14,True
824,Property,32350.77477189038,2022-09-03,True
825,Auto,35366.69264094257,2023-02-15,True
826,Property,27557.071712389126,2022-08-06,False
827,Property,37196.47404463475,2023-03-03,False
828,Medical,71115.25899124224,2022-01-15,False
829,Medical,73566.78329464383,2023-11-20,True
830,Auto,40764.213935742555,2022-12-01,True
831,Property,27248.6609782118,2023-12-28,True
832,Auto,27307.927449176845,2023-06-21,True
833,Medical,139100.2753060773,2023-05-07,False
834,Medical,24041.56010002618,2022-10-19,False
835,Medical,54438.21808490384,2022-04-27,True
836,Medical,24367.77066594387,2023-08-15,False
837,Medical,75539.49068823928,2023-11-18,False
838,Auto,53498.60488971422,2023-04-14,True
839,Auto,8778.340264141907,2023-07-06,False
840,Medical,16658.51056961621,2023-11-14,False
841,Auto,68260.8546123498,2023-09-21,False
842,Medical,44101.572979377226,2023-11-27,True
843,Medical,163149.18377596058,2023-08-16,True
844,Medical,9444.24860103675,2023-01-22,True
845,Auto,18246.448304004745,2023-08-06,True
846,Auto,48802.2572874916,2023-10-14,False
847,Property,3170.653889519717,2022-07-12,True
848,Auto,9230.381466929066,2023-11-14,False
849,Auto,44191.9393166486,2022-04-11,False
850,Fraud,47008.14332046366,2022-03-11,True
851,Medical,36486.25453489855,2022-06-23,True
852,Medical,54095.26926527436,2023-03-20,True
853,Auto,23328.65531103823,2023-12-02,True
854,Auto,29718.712857367365,2023-03-09,False
855,Property,6689.630291284367,2022-08-03,False
856,Fraud,29385.69043773173,2023-06-21,False
857,Medical,50293.55930654642,2023-08-24,True
858,Medical,13323.04935481112,2023-10-05,True
859,Auto,26517.79278229986,2023-12-09,True
860,Auto,11667.519808567557,2022-11-15,True
861,Fraud,48931.73887824156,2022-10-13,False
862,Medical,9750.338047145135,2022-08-13,True
863,Fraud,69520.73607461389,2022-12-15,False
864,Medical,10923.262160320333,2023-01-23,False
865,Auto,21660.443293636323,2022-12-07,False
866,Fraud,12877.148311589752,2023-10-23,True
867,Property,110647.72230515884,2023-05-19,True
868,Auto,20333.029636045037,2022-03-12,False
869,Property,95534.16593401342,2022-05-09,True
870,Property,29848.91634962467,2023-03-20,True
871,Property,131518.4566182419,2022-10-17,True
872,Medical,9645.72438299999,2023-08-22,False
873,Property,26408.40332767064,2023-01-22,False
874,Medical,82797.04071686108,2022-01-18,False
875,Fraud,18450.991454524814,2023-07-09,False
876,Auto,31415.64723847613,2022-03-17,False
877,Medical,15417.193921124235,2023-07-07,True
878,Medical,120590.88582211682,2022-12-31,True
879,Fraud,54577.573130343786,2022-10-07,False
880,Fraud,10861.30671074333,2022-10-07,False
881,Auto,32368.8752498716,2023-03-19,False
882,Fraud,28670.34945189834,2022-11-25,False
883,Medical,18974.07218740581,2023-06-20,True
884,Auto,12340.453566093855,2023-05-23,False
885,Auto,10015.273349349625,2023-03-26,True
886,Auto,51842.31445384517,2023-01-10,False
887,Property,32913.11753361077,2022-10-23,True
888,Property,12411.57649860502,2023-04-21,True
889,Medical,13173.642137121815,2023-01-28,True
890,Property,199805.92238432541,2022-04-19,False
891,Fraud,46566.74063862348,2022-12-25,False
892,Auto,75296.71719746158,2022-10-16,False
893,Medical,35827.87782006587,2023-02-22,False
894,Fraud,53758.33307559462,2022-11-14,True
895,Auto,107476.09561216283,2022-12-07,False
896,Fraud,10828.278161317105,2022-11-13,False
897,Property,108089.66452061605,2022-12-15,False
898,Fraud,16209.273960967337,2022-01-27,False
899,Property,14467.51275346295,2023-09-30,False
900,Fraud,15293.255657100442,2023-02-05,True
901,Medical,34713.81283188173,2022-11-12,True
902,Property,27070.655660127384,2023-11-13,True
903,Property,6809.434767482299,2023-07-13,False
904,Auto,27051.209511819536,2023-01-03,False
905,Property,15425.281611653965,2022-12-09,True
906,Auto,46511.69589382114,2023-11-24,False
907,Property,46163.154968853785,2022-12-31,True
908,Property,20807.03123684106,2022-03-14,True
909,Property,16796.029719988423,2022-05-02,True
910,Property,50247.122416709695,2022-07-05,True
911,Auto,19852.13389959156,2022-11-15,True
912,Medical,35262.24032947094,2023-08-17,False
913,Fraud,56574.9522478258,2023-06-26,False
914,Property,22703.806266991232,2023-09-25,False
915,Property,16600.04410628223,2022-12-19,False
916,Medical,22259.741842967705,2022-12-21,True
917,Auto,53040.63860482663,2022-04-16,True
918,Fraud,31479.879443356203,2023-02-22,True
919,Medical,45639.44180023233,2023-10-04,True
920,Medical,16980.798088233892,2022-07-24,False
921,Medical,85230.97011552405,2023-07-19,True
922,Medical,23842.17916089111,2023-01-17,True
923,Property,60331.6065565053,2022-10-24,True
924,Fraud,31594.932977956796,2022-10-06,False
925,Property,104375.89819646829,2022-07-08,True
926,Medical,13572.65888990126,2023-12-28,True
927,Fraud,37800.22438341403,2023-06-27,True
928,Medical,85620.89172636699,2023-03-26,False
929,Auto,17050.897982815517,2022-09-15,False
930,Medical,70496.00711545061,2023-03-29,True
931,Medical,8086.859638961516,2023-07-26,False
932,Auto,34263.36208990599,2022-03-19,False
933,Property,36128.69679187871,2022-01-23,True
934,Fraud,11644.627419272456,2023-05-18,False
935,Medical,32253.698621352483,2022-07-04,False
936,Medical,65213.76710234781,2023-07-01,True
937,Auto,26653.77727428972,2023-05-28,True
938,Fraud,32996.624471513926,2023-09-09,False
939,Auto,47096.13505009558,2023-11-19,True
940,Medical,57801.269443053236,2022-02-18,False
941,Property,69856.75947284045,2022-06-17,True
942,Property,2654.779197583179,2023-11-01,False
943,Fraud,60881.94367076229,2022-01-21,True
944,Medical,3670.9768154526446,2023-01-27,False
945,Auto,68036.05443696123,2022-04-15,False
946,Medical,26893.419360976255,2022-10-17,False
947,Auto,33206.67181827538,2023-09-25,False
948,Auto,64448.71705399324,2023-12-05,False
949,Fraud,81805.68727996718,2023-03-02,False
950,Auto,112235.27965617439,2022-08-17,False
951,Fraud,13553.468639629624,2022-06-30,False
952,Property,44008.09318334068,2022-12-18,True
953,Fraud,75548.78310141755,2022-08-13,False
954,Fraud,18441.58944876911,2022-08-22,True
955,Fraud,11373.548702430993,2022-09-23,True
956,Property,32051.594532394964,2022-11-10,False
957,Fraud,24439.98724073354,2023-05-14,True
958,Auto,25093.61570786823,2022-08-06,True
959,Auto,68514.50618145661,2022-07-30,True
960,Fraud,34850.787059662995,2022-04-09,True
961,Auto,51905.54932875008,2023-09-13,True
962,Fraud,60392.982313452456,2023-01-23,True
963,Property,48181.4039477276,2022-12-11,False
964,Auto,31056.758908483676,2022-09-10,False
965,Fraud,57035.97964581827,2023-06-08,True
966,Medical,26371.313616897776,2022-04-28,False
967,Property,16514.248975579445,2023-08-23,True
968,Medical,127237.93785072214,2022-07-28,True
969,Fraud,48488.25861266085,2023-02-13,True
970,Auto,53349.1906085942,2023-04-26,False
971,Fraud,31104.512557837283,2023-10-04,False
972,Auto,89019.59449198483,2022-11-25,False
973,Fraud,51360.14454542934,2022-07-02,True
974,Fraud,28766.87672462458,2023-02-21,False
975,Auto,49246.21475238821,2022-03-24,False
976,Auto,35691.33311131512,2022-09-11,True
977,Fraud,55291.183406353804,2022-01-05,False
978,Medical,65262.452604206286,2022-10-30,False
979,Property,31362.129464060978,2023-06-20,False
980,Medical,8995.810391830188,2023-09-25,False
981,Medical,88092.00196269769,2023-08-30,True
982,Medical,2094.3350470483024,2023-03-04,True
983,Medical,23047.812680550574,2022-08-15,True
984,Auto,27236.832960906217,2023-10-16,True
985,Medical,3429.2910678158732,2023-07-17,True
986,Property,28538.999062068426,2023-01-25,True
987,Auto,10369.625286653945,2023-10-19,False
988,Medical,24816.764146660764,2023-07-18,True
989,Auto,21963.6214160645,2022-01-12,True
990,Medical,54169.39311282508,2022-12-03,False
991,Medical,46704.572683327126,2023-08-30,False
992,Property,15195.40772973537,2022-05-09,True
993,Auto,13738.821605070429,2022-01-11,False
994,Auto,59570.104789000805,2023-05-05,False
995,Fraud,16298.47345013077,2022-09-29,True
996,Medical,29897.816509274686,2022-12-23,False
997,Medical,26577.05452002671,2022-04-02,False
998,Property,70482.66876421953,2022-01-09,True
999,Property,85866.79963104718,2022-05-03,True
1000,Auto,15708.098824574825,2022-10-08,False
1001,Property,42176.54984105375,2023-04-03,False
1002,Auto,70591.82507065915,2023-03-27,True
1003,Medical,20558.785715516984,2023-09-23,True
1004,Medical,65746.15250645102,2023-02-11,False
1005,Auto,33359.27466191217,2023-12-03,False
1006,Property,32212.304306147442,2022-02-25,True
1007,Property,61899.631744272105,2023-12-09,True
1008,Auto,178775.07663310188,2023-01-14,True
1009,Medical,14565.931813256982,2023-05-17,False
1010,Auto,61639.292589757366,2022-01-23,True
1011,Property,52667.352534811485,2022-09-02,True
1012,Auto,13838.091705925346,2023-02-22,True
1013,Medical,10054.483011776623,2022-08-19,False
1014,Fraud,14467.517523746763,2022-07-29,False
1015,Auto,29445.404107162063,2022-06-11,False
1016,Fraud,83288.1756901557,2023-01-12,True
1017,Auto,30518.78088775186,2022-06-19,True
1018,Property,11306.452460527136,2022-12-05,True
1019,Property,28540.056829698464,2023-04-19,True
1020,Fraud,74058.15393993986,2022-08-15,False
1021,Auto,49712.87398225876,2022-12-29,False
1022,Property,39704.13575717475,2023-04-24,True
1023,Fraud,11654.069634832278,2023-07-09,True
1024,Fraud,31278.78918803815,2023-04-20,True
1025,Auto,61544.746013521755,2022-07-14,True
1026,Property,20537.17262853448,2022-01-12,True
1027,Fraud,11508.108795395176,2023-05-10,False
1028,Medical,72821.2670501873,2022-03-03,True
1029,Medical,125456.45113380434,2023-06-13,False
1030,Property,28473.662731359596,2022-09-28,False
1031,Property,62903.88081339933,2023-06-22,True
1032,Medical,52687.83475408086,2023-07-11,False
1033,Fraud,44086.89133633225,2023-10-19,False
1034,Auto,33275.036431746674,2022-03-06,True
1035,Fraud,41480.0674904167,2023-04-25,True
1036,Property,65807.08340443025,2023-05-05,True
1037,Property,41026.083244192516,2022-03-09,True
1038,Auto,75519.8771491496,2022-12-28,False
1039,Fraud,30558.97724491405,2023-08-31,True
1040,Auto,49486.55748006201,2023-07-26,False
1041,Fraud,56977.072442489414,2022-01-19,False
1042,Fraud,247.86935921553544,2023-06-29,False
1043,Medical,44544.402983027816,2022-04-01,True
1044,Fraud,47311.0350954628,2022-08-26,False
1045,Property,33858.95477744309,2023-04-07,False
1046,Property,43143.69567966653,2022-01-24,True
1047,Property,37988.41916638523,2022-08-15,False
1048,Medical,48782.799873586366,2023-01-16,False
1049,Auto,55339.03905409777,2022-01-06,True
1050,Property,96370.83218158205,2023-07-24,False
1051,Property,14158.298685508506,2023-09-04,False
1052,Auto,16508.136879410253,2023-09-26,False
1053,Medical,99408.97852882528,2022-12-23,True
1054,Fraud,70031.03713579517,2022-06-06,False
1055,Auto,48743.459782548496,2022-07-20,True
1056,Fraud,7394.483982184615,2022-08-13,True
1057,Fraud,16487.397123499744,2023-04-08,True
1058,Fraud,28130.960161290615,2023-10-25,False
1059,Auto,45331.3666816982,2022-09-14,False
1060,Auto,9698.74020257814,2023-08-16,False
1061,Fraud,60422.11209883026,2023-03-07,False
1062,Medical,48131.12879936034,2023-03-01,True
1063,Medical,34709.898914050784,2023-02-11,False
1064,Medical,16639.468183831912,2023-09-04,False
1065,Property,10631.411268179676,2022-04-15,True
1066,Fraud,29790.896776486243,2022-09-09,False
1067,Property,40631.20142019746,2023-10-07,True
1068,Medical,51853.290455904935,2022-04-09,True
1069,Auto,29574.28077077119,2022-06-27,True
1070,Medical,43240.92522532673,2022-09-22,True
1071,Property,46344.676203013645,2022-05-12,False
1072,Property,16265.273946384921,2022-07-18,True
1073,Medical,54860.06954626022,2023-12-06,True
1074,Fraud,51714.69816114369,2023-12-21,False
1075,Auto,63467.50610695331,2022-02-26,True
1076,Auto,28239.337100051973,2023-02-13,True
1077,Medical,73841.34935749152,2022-09-19,False
1078,Fraud,22088.831011854374,2023-10-16,True
1079,Fraud,70982.39485345746,2023-07-29,False
1080,Medical,17657.302053810963,2022-04-28,False
1081,Auto,72333.34693124375,2023-04-30,True
1082,Auto,31844.79110745726,2022-11-17,False
1083,Auto,19547.54687095801,2022-11-04,True
1084,Fraud,51592.08892602648,2023-05-05,False
1085,Medical,79010.42484479594,2022-11-17,False
1086,Fraud,48845.01896937082,2022-12-22,True
1087,Auto,33748.685087025086,2023-10-10,True
1088,Fraud,25713.15264775975,2023-08-31,False
1089,Auto,21717.588457335714,2023-06-04,True
1090,Medical,19051.031013537322,2023-06-10,True
1091,Auto,7492.435808305932,2022-01-24,True
1092,Property,21804.75299513449,2022-07-11,False
1093,Property,22911.53545143937,2022-12-15,True
1094,Medical,54684.64462437728,2022-01-25,False
1095,Fraud,21408.60003763913,2023-01-25,False
1096,Fraud,61010.71227409999,2023-10-03,False
1097,Fraud,57907.28628405269,2023-08-22,True
1098,Auto,12233.776294913685,2023-07-22,True
1099,Property,110803.88841009997,2022-07-09,True
1100,Medical,10323.647490769363,2022-01-28,True
1101,Fraud,135572.3286608467,2023-06-25,True
1102,Fraud,40708.026110602346,2023-05-06,True
1103,Medical,14283.215614096827,2023-05-03,False
1104,Auto,6337.31670287022,2022-06-21,False
1105,Fraud,52589.49719797241,2022-02-07,True
1106,Auto,13513.083968530942,2022-10-26,False
1107,Auto,108583.73377363416,2022-09-23,False
1108,Auto,35492.97893896515,2022-01-27,False
1109,Fraud,36055.38499046612,2023-10-10,True
1110,Fraud,79682.54360660283,2023-03-28,False
1111,Medical,21437.310058986342,2023-04-14,False
1112,Medical,67310.3023268098,2022-03-26,False
1113,Auto,85776.81648019873,2022-01-13,True
1114,Fraud,17808.239376758138,2023-07-24,False
1115,Auto,47871.23586060612,2022-09-16,True
1116,Medical,45314.398347462826,2022-04-10,True
1117,Auto,75220.08401972122,2023-09-08,True
1118,Property,17944.49483272673,2022-09-18,True
1119,Auto,10870.839639188342,2022-10-05,False
1120,Fraud,28315.144133614675,2022-03-07,False
1121,Auto,85549.542620955,2023-08-24,False
1122,Auto,8433.069821525196,2023-08-23,False
1123,Fraud,44661.410185586734,2023-01-13,False
1124,Property,52628.20508983256,2023-06-01,False
1125,Fraud,38491.34530796682,2023-10-18,False
1126,Medical,76571.51470125969,2022-04-27,False
1127,Property,25644.203561064674,2023-05-14,True
1128,Property,25051.736455247665,2022-07-24,True
1129,Fraud,49400.60839116694,2023-08-10,False
1130,Auto,21217.3966967507,2022-03-21,True
1131,Medical,56004.26813360634,2022-01-18,True
1132,Medical,20251.920656333863,2023-12-30,True
1133,Property,12472.445259429169,2023-09-06,False
1134,Medical,60899.38625847654,2023-10-06,True
1135,Property,19198.134855827677,2022-02-27,True
1136,Property,92449.42845366875,2022-04-22,False
1137,Medical,37961.63859227204,2023-08-20,False
1138,Property,14934.82105543432,2023-09-20,False
1139,Auto,45363.850943925994,2022-11-11,True
1140,Property,14276.175485597632,2022-06-11,True
1141,Auto,6847.390241541685,2022-11-20,False
1142,Auto,33615.193460962044,2023-12-19,False
1143,Auto,20511.783347970417,2022-11-27,False
1144,Medical,31952.019333045857,2023-08-03,False
1145,Auto,19128.09641579505,2023-05-17,False
1146,Medical,27810.008054421574,2022-02-26,True
1147,Fraud,38619.70268951305,2022-06-14,False
1148,Auto,8976.464931505983,2022-06-15,True
1149,Property,11849.621120598174,2022-10-24,False
1150,Fraud,13211.091732236975,2022-01-04,True
1151,Fraud,19354.289851823924,2023-02-14,True
1152,Auto,11506.43873515859,2022-04-16,False
1153,Medical,52944.672994644825,2023-09-12,True
1154,Fraud,21849.95716503469,2023-11-13,True
1155,Auto,13385.739036174566,2023-07-20,False
1156,Fraud,33893.75526110724,2022-06-15,True
1157,Fraud,21144.663508903486,2022-09-11,True
1158,Auto,71051.02620373675,2023-10-28,True
1159,Property,18807.49945454582,2022-05-08,False
1160,Property,94083.21981099695,2023-05-01,False
1161,Property,31406.20096891227,2022-03-17,True
1162,Fraud,29906.010399894953,2022-08-09,True
1163,Medical,13608.725186219288,2023-03-10,False
1164,Medical,38407.167766652834,2023-09-27,False
1165,Fraud,76558.66052511396,2023-06-21,True
1166,Fraud,47902.79585655742,2023-03-15,True
1167,Auto,64452.25646074094,2023-03-11,True
1168,Medical,1853.8026615752071,2023-09-10,False
1169,Fraud,16425.290916400456,2023-09-10,True
1170,Property,52673.494033672134,2023-09-07,True
1171,Medical,39885.166035970855,2023-06-10,True
1172,Fraud,27717.72726918875,2022-05-13,False
1173,Auto,220988.6491769356,2023-03-17,True
1174,Auto,12357.872074904797,2023-06-18,True
1175,Medical,27894.074555682244,2023-08-10,True
1176,Property,25774.246366101233,2023-01-26,False
1177,Medical,36728.99257340463,2022-09-01,True
1178,Fraud,15809.727715833134,2022-05-26,True
1179,Property,8851.920003743893,2023-02-19,False
1180,Fraud,19800.923424992692,2023-03-03,True
1181,Property,32643.62770079464,2022-07-31,False
1182,Property,37694.5103266947,2022-09-06,False
1183,Fraud,38143.59289227274,2022-02-04,False
1184,Medical,51873.66351093694,2022-09-10,False
1185,Auto,39291.36347280398,2022-10-13,False
1186,Property,37546.328773993984,2023-11-24,False
1187,Property,30850.369508738113,2022-07-29,True
1188,Auto,25011.69763873724,2022-04-20,False
1189,Medical,109562.30274644852,2022-11-26,True
1190,Auto,43917.08693207026,2022-05-22,False
1191,Medical,38286.85651723502,2023-11-07,True
1192,Property,26706.18897216674,2022-03-28,True
1193,Property,40458.22101119654,2022-05-20,False
1194,Fraud,44968.88055007328,2022-11-28,True
1195,Medical,17656.943319327158,2023-11-05,True
1196,Auto,31485.876320184067,2022-01-26,False
1197,Medical,36209.55446416758,2023-10-08,True
1198,Medical,67185.69002744103,2023-09-19,True
1199,Medical,16076.754535126187,2023-11-24,False
1200,Medical,5774.983550965961,2022-12-28,True
1201,Auto,51527.66964736513,2023-10-21,True
1202,Fraud,8331.997794791878,2022-12-26,False
1203,Property,21844.58828747394,2022-08-03,True
1204,Auto,29771.68853660646,2022-03-18,True
1205,Auto,9218.193141327763,2022-04-05,False
1206,Property,11899.7051272807,2022-08-06,True
