campaign_date,channel,spend,revenue,campaign_id,roi,month
2023-11-20,Email,318.708420350464,16664.6961593936,1050,52.2882205028297,2023-11
2023-11-21,Email,14687.341268689885,18270.48080316622,1035,1.2439610729352892,2023-11
2023-11-22,Email,9514.057792806303,0.0,1146,0.0,2023-11
2023-11-23,Meta,7122.2601876597655,23281.505365214016,1112,3.268836682708142,2023-11
2023-11-24,Affiliate,10831.734108072578,15495.766062465053,1052,1.4305895905362471,2023-11
2023-11-25,Meta,15395.836510464931,7465.474717011224,1282,0.4849021819591781,2023-11
2023-11-26,Email,13222.131648884937,20432.084936875453,1129,1.5452943201180842,2023-11
2023-11-27,Email,32293.95338373856,15967.393671805079,1251,0.49443911316987815,2023-11
2023-11-28,Google,7227.770253567603,18455.63370519811,1286,2.553433916371162,2023-11
2023-11-29,Meta,11210.378305390755,10173.75631132258,1169,0.9075301505597101,2023-11
2023-11-30,Google,22247.217310106582,30232.756911062974,1157,1.3589455476451286,2023-11
2023-12-01,Email,4628.689251636034,42778.5816196728,1099,9.242050890444306,2023-12
2023-12-02,Meta,15424.642037361207,17947.142549032764,1220,1.1635370536030343,2023-12
2023-12-03,Meta,6480.917485473602,0.0,1138,0.0,2023-12
2023-12-04,Meta,1579.23816327354,38087.062511910866,1062,24.11736456074599,2023-12
2023-12-05,Email,12931.74147357031,56122.70335702104,1174,4.339918445765695,2023-12
2023-12-06,Google,5377.022301809448,5495.984672563539,1251,1.0221242100323924,2023-12
2023-12-07,Email,10344.147554002619,10522.659436612652,1045,1.017257283084768,2023-12
2023-12-08,Meta,7070.8871242258765,64967.03778247481,1132,9.187961374731664,2023-12
2023-12-09,Google,6245.194684512759,11936.873705749556,1223,1.9113693501583537,2023-12
2023-12-10,Affiliate,3896.7855098059863,30804.40171010937,1198,7.905080131455083,2023-12
2023-12-11,Affiliate,964.4366943466748,17733.586601145438,1004,18.387507137685652,2023-12
2023-12-12,Email,7689.371586180997,16885.332532800116,1289,2.1959314026578842,2023-12
2023-12-13,Meta,22667.86849834893,24275.139494105886,1224,1.0709052549812537,2023-12
2023-12-14,Affiliate,10382.501996463903,15270.610539855797,1118,1.4708025623358125,2023-12
2023-12-15,Meta,3637.941475500916,0.0,1246,0.0,2023-12
2023-12-16,Meta,6571.434857540718,23930.21523413166,1100,3.641551008707292,2023-12
2023-12-17,Email,7288.658877579925,44678.32244741624,1012,6.129841332655552,2023-12
2023-12-18,Meta,24156.947052879757,26608.89042813564,1059,1.1015005484711524,2023-12
2023-12-19,Google,12205.609741268967,11726.946686617624,1083,0.9607833557849296,2023-12
2023-12-20,Email,22369.777608941975,33950.877607934,1022,1.5177118968926477,2023-12
2023-12-21,Email,3831.7989830764664,23357.48352253858,1185,6.095696466776912,2023-12
2023-12-22,Google,11726.348555614588,24016.05374726476,1065,2.0480419487245967,2023-12
2023-12-23,Google,5705.038333929365,28005.120669858596,1087,4.908840051661839,2023-12
2023-12-24,Affiliate,22806.461088273772,17083.291464672264,1060,0.7490549015277014,2023-12
2023-12-25,Affiliate,11538.562012962459,38440.65736351522,1072,3.331494628215445,2023-12
2023-12-26,Google,2373.2645126323964,24236.39436326903,1085,10.21226004697905,2023-12
2023-12-27,Meta,6425.415907053396,0.0,1020,0.0,2023-12
2023-12-28,Google,3554.77856754091,22455.60521387241,1221,6.317019411255911,2023-12
2023-12-29,Meta,4827.36464476796,40320.66620550699,1064,8.352521338782168,2023-12
2023-12-30,Affiliate,14347.405189703532,9406.06566626758,1210,0.6555935057175271,2023-12
2023-12-31,Meta,4212.471248453209,0.0,1017,0.0,2023-12
