user_id,plan,signup_date,churn_date,monthly_fee,country
691,Basic,2023-02-08,,399,Germany
692,Basic,2023-01-13,,199,UK
693,Standard,2023-10-24,,199,US
694,Basic,2023-11-09,,199,Germany
695,Basic,2023-06-30,,199,
696,Standard,2023-09-25,,399,Australia
697,Basic,2023-01-13,,399,Australia
698,Standard,2023-04-30,2023-11-02,199,Australia
699,Basic,2023-12-19,2023-11-16,199,UK
700,Standard,2023-02-26,2023-11-23,199,US
701,Standard,2023-02-09,2023-07-18,199,US
702,Basic,2023-12-02,,799,India
703,Basic,2023-05-08,2023-09-27,199,Australia
704,Basic,2023-06-22,2023-02-22,399,UK
705,Basic,2023-02-04,2023-11-20,199,Germany
706,,2023-09-16,2023-07-21,199,UK
707,Basic,2023-01-05,2023-12-19,399,US
708,Premium,2023-08-06,,399,Australia
709,Basic,2023-01-11,,199,India
710,Standard,2023-11-23,2023-12-14,399,
711,Premium,2023-04-27,,399,UK
712,Standard,2023-07-03,,199,India
713,Standard,2023-12-28,2024-03-01,399,US
714,Basic,2023-04-26,,399,Germany
715,Basic,2023-06-11,,199,UK
716,Premium,2023-03-08,,399,
717,Premium,2023-07-19,,199,US
718,,2023-01-31,2023-11-12,199,Australia
719,Basic,2023-03-16,,399,UK
720,Standard,2023-08-25,,799,India
721,Premium,2023-11-23,,799,UK
722,Basic,2023-03-07,2024-01-08,199,US
723,Basic,2023-03-11,,199,US
724,Standard,2023-10-24,,399,India
725,Standard,2023-01-20,,199,
726,Premium,2023-08-14,2023-08-11,799,US
727,Basic,2023-07-18,,399,UK
728,Premium,2023-02-08,,799,
729,Basic,2023-05-25,,199,India
730,Basic,2023-02-14,,199,US
731,Basic,2023-11-22,,799,US
732,Premium,2023-04-01,,399,UK
733,Standard,2023-08-26,,799,US
734,Standard,2023-03-11,,199,UK
735,Basic,2023-06-15,,399,Australia
736,Premium,2023-05-10,2023-07-18,399,
737,Basic,2023-08-02,,199,UK
738,Premium,2023-12-06,,399,Germany
739,Basic,2023-03-30,,399,US
740,Basic,2023-12-01,,199,Australia
741,Standard,2023-09-09,,199,
742,Basic,2023-12-15,,399,India
743,Standard,2023-03-13,2024-03-09,399,Germany
744,Standard,2023-06-14,,799,India
745,Basic,2023-02-18,2023-05-28,199,Germany
746,Premium,2023-02-21,,199,Australia
747,Basic,2023-10-16,,,
748,Standard,2023-10-05,,799,Australia
749,Premium,2023-04-24,,199,Australia
750,Standard,2023-08-27,2023-02-05,799,Germany
751,Basic,2023-05-13,2023-12-27,199,UK
752,Premium,2023-10-01,,199,
753,Standard,2023-06-15,,199,India
754,Basic,2023-10-20,2023-06-11,199,UK
755,Basic,2023-08-31,,799,UK
756,Premium,2023-11-16,,399,US
757,Standard,2023-05-18,,,India
758,Standard,2023-03-20,,399,Germany
759,Premium,2023-06-19,,199,US
760,Premium,2023-05-03,,399,US
761,Basic,2023-06-25,,,Australia
762,Basic,2023-10-27,2023-05-03,399,Germany
763,Basic,2023-03-23,,799,UK
764,Standard,2023-03-28,,799,
765,Basic,2023-08-13,,199,UK
766,Standard,2023-01-16,,399,UK
767,Premium,2023-11-06,2023-10-08,799,Australia
768,Premium,2023-12-24,2023-02-09,,UK
769,Basic,2023-06-12,,199,India
770,Premium,2023-04-08,,399,UK
771,Basic,2023-06-05,,399,UK
772,Premium,2023-01-02,,199,India
773,Basic,2023-12-16,,399,Australia
774,Basic,2023-06-18,,199,US
775,Premium,2023-11-11,,199,Germany
776,Basic,2023-11-21,,199,Australia
777,Basic,2023-04-02,,399,UK
778,Standard,2023-06-30,,199,US
779,Standard,2023-08-19,2023-03-22,399,Germany
780,Standard,2023-10-28,,199,Germany
781,Standard,2023-05-28,2024-01-14,199,Germany
782,Standard,2023-10-07,,199,India
783,Basic,2023-07-08,2023-11-20,199,India
784,Basic,2023-12-13,,399,US
785,Basic,2023-12-16,,799,UK
786,Premium,2023-11-10,,199,US
787,Standard,2023-05-08,2023-06-08,199,UK
788,Basic,2023-01-07,2024-02-26,399,Australia
789,Standard,2023-02-16,,199,Germany
790,Premium,2023-02-22,2023-10-06,,Germany
791,Basic,2023-07-06,,399,India
792,Standard,2023-02-07,,199,Australia
793,Standard,2023-08-14,,199,
794,Standard,2023-02-22,,399,Australia
795,Basic,2023-08-12,,199,UK
796,Premium,2023-06-03,2023-05-12,199,Australia
797,Premium,2023-02-17,2024-01-02,199,India
798,Standard,2023-12-17,2023-04-23,799,UK
799,Standard,2023-05-27,2023-08-09,399,US
800,Premium,2023-03-05,2024-03-22,199,UK
801,Standard,2023-12-15,,399,US
802,Basic,2023-07-01,,199,
803,Standard,2023-05-05,,399,UK
804,Standard,2023-06-28,,199,Germany
805,Basic,2023-02-08,,399,
806,Standard,2023-09-17,,,US
807,Premium,2023-01-03,2023-06-22,199,India
808,Premium,2023-03-05,,199,
809,Standard,2023-01-29,2023-09-24,199,
810,Basic,2023-01-11,2023-11-13,199,
811,,2023-04-07,,199,US
812,Premium,2023-12-24,,799,US
813,Basic,2023-07-22,,799,UK
814,Premium,2023-01-21,2023-11-03,199,Germany
815,Premium,2023-02-08,,399,
816,Standard,2023-08-11,,399,UK
817,Standard,2023-04-12,,399,UK
818,Basic,2023-02-15,,199,Germany
819,Basic,2023-03-07,,199,UK
820,Basic,2023-04-01,2024-02-21,399,Germany
821,Premium,2023-06-13,,199,India
822,Basic,2023-04-21,,799,Germany
823,Basic,2023-12-04,,799,Australia
824,Basic,2023-05-03,,199,Germany
825,Standard,2023-07-12,,199,Germany
826,Premium,2023-04-09,,799,Australia
827,Basic,2023-10-18,,399,Germany
828,Basic,2023-06-08,,799,US
829,Standard,2023-04-13,,199,UK
830,Standard,2023-10-08,2024-02-16,399,UK
831,Basic,2023-02-12,2023-11-17,399,India
832,Standard,2023-03-25,,799,India
833,Basic,2023-07-10,,199,Australia
834,Basic,2023-02-20,,199,US
835,Standard,2023-07-29,,199,India
836,Basic,2023-05-06,2023-07-18,799,UK
837,Premium,2023-03-10,2023-06-23,799,India
838,Basic,2023-09-22,,,India
839,Standard,2023-09-15,2023-08-02,,Germany
840,Standard,2023-07-07,,199,India
841,Basic,2023-08-18,2023-03-16,199,Australia
842,Standard,2023-07-08,,199,UK
843,Basic,2023-01-10,,199,Australia
844,,2023-04-24,,799,Australia
845,Basic,2023-03-17,,799,
846,Basic,2023-06-13,2023-09-30,199,US
847,Basic,2023-03-26,,399,
848,,2023-02-18,,799,
849,Standard,2023-11-22,,399,Germany
850,Standard,2023-06-26,,199,Australia
851,Basic,2023-08-06,2023-12-11,399,US
852,Standard,2023-07-08,,199,UK
853,Basic,2023-12-12,,399,UK
854,Premium,2023-08-18,,199,US
855,Basic,2023-09-12,2023-10-25,199,Australia
856,Basic,2023-08-24,,,Australia
857,Basic,2023-01-26,,399,Germany
858,Standard,2023-03-13,2023-10-10,399,Germany
859,Standard,2023-09-18,,,
860,Basic,2023-09-11,,199,UK
861,Premium,2023-09-28,,199,Germany
862,Standard,2023-05-03,,799,US
863,Standard,2023-05-24,,199,UK
864,Basic,2023-09-14,,799,Australia
865,Basic,2023-05-24,,199,UK
866,Standard,2023-09-16,2024-03-01,199,India
867,Basic,2023-02-16,,399,UK
868,Basic,2023-12-17,,199,Germany
869,Premium,2023-01-13,,799,US
870,Premium,2023-07-27,,399,Australia
871,Basic,2023-11-07,,799,Australia
872,Basic,2023-08-23,,799,Germany
873,Standard,2023-05-29,,199,Germany
874,Basic,2023-11-18,,799,Germany
875,Basic,2023-06-04,2023-11-15,399,India
876,Basic,2023-06-15,,399,US
877,Standard,2023-03-31,,799,India
878,Standard,2023-07-05,,399,Germany
879,Basic,2023-11-14,,399,US
880,Basic,2023-12-24,,399,Germany
881,Basic,2023-06-23,2023-08-30,199,US
882,Standard,2023-08-05,,199,Australia
883,Basic,2023-09-21,,399,India
884,Basic,2023-04-07,2023-07-26,199,
885,Premium,2023-04-27,2023-02-20,199,Germany
886,Basic,2023-07-18,,199,Germany
887,Standard,2023-11-16,,399,UK
888,Basic,2023-01-21,2023-12-12,199,
889,Basic,2023-07-19,,799,Australia
890,Basic,2023-12-07,,199,Germany
891,Standard,2023-09-05,,399,India
892,Premium,2023-10-03,,199,Australia
893,Premium,2023-09-21,,399,Germany
894,Basic,2023-02-27,2023-03-23,199,India
895,Standard,2023-10-29,2023-09-20,,UK
896,Basic,2023-01-31,,799,UK
897,Basic,2023-09-06,,799,India
898,Premium,2023-04-03,,799,Australia
899,Basic,2023-09-22,,199,India
900,Basic,2023-09-28,,399,
901,Basic,2023-04-04,,399,India
902,Basic,2023-06-03,2023-06-02,399,UK
903,Basic,2023-10-12,2024-01-27,799,UK
904,Standard,2023-03-21,,399,UK
905,Basic,2023-10-19,2023-05-10,,
906,Premium,2023-03-25,2023-09-01,199,Germany
907,Premium,2023-12-31,,799,
908,Basic,2023-02-06,,399,Germany
909,Basic,2023-12-08,,399,
910,Basic,2023-11-23,2024-03-15,199,US
911,Standard,2023-08-20,2023-12-23,799,Germany
912,Basic,2023-04-03,,799,Australia
913,Standard,2023-12-02,,199,Australia
914,Basic,2023-04-12,,399,UK
915,Standard,2023-06-15,,199,
916,Basic,2023-06-08,,,India
917,Basic,2023-01-14,,399,UK
918,Premium,2023-08-13,2023-06-14,199,India
919,Premium,2023-03-14,,199,
920,Basic,2023-09-06,,399,UK
921,Premium,2023-04-01,,199,UK
922,Standard,2023-08-04,,399,Australia
923,Premium,2023-03-31,2023-12-14,799,India
924,Premium,2023-01-29,,799,US
925,Basic,2023-11-01,,199,US
926,Basic,2023-08-08,2023-09-05,,UK
927,Basic,2023-11-24,2023-04-28,399,
928,Standard,2023-08-03,,199,UK
929,Standard,2023-08-09,,199,Australia
930,Basic,2023-02-11,2023-11-06,199,India
931,Basic,2023-05-15,,799,UK
932,Premium,2023-02-11,2023-03-11,199,
933,,2023-06-13,,199,US
934,Standard,2023-12-27,,799,India
935,Basic,2023-10-10,2023-09-27,399,UK
936,Basic,2023-02-27,,799,India
937,Basic,2023-10-29,2023-12-28,399,Australia
938,Premium,2023-11-18,,199,US
939,Basic,2023-01-25,2023-06-15,799,
940,Standard,2023-03-14,,199,India
941,Basic,2023-05-09,2023-07-31,399,US
942,Standard,2023-03-28,,399,UK
943,Standard,2023-11-26,,199,
944,Premium,2023-06-02,2023-10-22,,
945,Basic,2023-07-01,,399,Germany
946,Basic,2023-05-05,2023-10-16,199,India
947,Basic,2023-03-08,,799,US
948,Premium,2023-01-06,2023-07-31,399,India
949,Premium,2023-05-05,,399,UK
950,Standard,2023-11-10,,399,UK
951,Standard,2023-11-22,,799,
952,Standard,2023-02-22,,199,
953,Basic,2023-03-07,,199,US
954,Premium,2023-11-10,,399,Australia
955,Basic,2023-03-23,,199,India
956,Basic,2023-03-28,,399,India
957,Standard,2023-01-02,2023-02-20,199,UK
958,Basic,2023-07-23,,199,India
959,Basic,2023-05-30,,199,US
960,Standard,2023-10-20,,399,Germany
961,Basic,2023-04-13,,799,
962,Standard,2023-01-24,2024-01-16,199,UK
963,Basic,2023-07-31,,399,
964,Basic,2023-03-06,2023-08-14,199,
965,Basic,2023-07-28,2023-08-30,399,
966,Basic,2023-09-08,2023-02-15,199,Germany
967,Standard,2023-04-27,,399,India
968,Basic,2023-04-26,2023-08-20,399,Australia
969,Standard,2023-08-25,2024-01-28,799,
970,Standard,2023-04-15,,199,US
971,Standard,2023-09-16,2023-09-05,799,
972,Premium,2023-02-15,2023-05-03,399,
973,Standard,2023-11-07,2023-06-12,799,India
974,Basic,2023-11-27,,199,US
975,Basic,2023-08-04,,199,India
976,Basic,2023-10-28,2023-06-18,799,
977,Standard,2023-11-29,,199,India
978,Basic,2023-01-24,,199,India
979,Standard,2023-02-04,,199,UK
980,Standard,2023-01-24,,799,Germany
981,Basic,2023-01-28,,199,Australia
982,Premium,2023-01-16,,799,Germany
983,Basic,2023-02-28,2023-07-06,399,Germany
984,Basic,2023-08-31,2023-12-31,199,US
985,Standard,2023-07-26,,199,UK
986,Standard,2023-09-28,2023-04-10,199,UK
987,Standard,2023-09-06,,399,India
988,Basic,2023-09-24,,399,Germany
989,Basic,2023-07-12,,399,Australia
990,Premium,2023-12-01,,199,US
991,Premium,2023-08-06,,399,UK
992,Standard,2023-04-25,2023-11-30,799,India
993,Basic,2023-03-09,,399,Australia
994,Standard,2023-10-26,,799,Germany
995,Basic,2023-11-21,,199,Australia
996,Basic,2023-03-16,,799,UK
997,Premium,2023-04-13,,199,US
998,Basic,2023-10-24,,199,Germany
999,,2023-06-27,,799,US
1000,Basic,2023-08-03,,799,
1001,Basic,2023-11-11,,399,Australia
1002,Standard,2023-02-08,,199,Australia
1003,Premium,2023-09-16,,199,India
1004,Standard,2023-07-23,2023-02-14,399,Germany
1005,Premium,2023-01-07,,799,Australia
1006,Standard,2023-02-18,,199,UK
1007,Standard,2023-01-26,,799,
1008,Premium,2023-06-10,,199,UK
1009,Basic,2023-12-23,2023-09-22,799,US
1010,Standard,2023-06-25,2023-08-30,799,
1011,Basic,2023-03-20,2023-11-16,199,
1012,,2023-01-02,2023-03-31,199,UK
1013,Premium,2023-05-12,,799,Australia
1014,Basic,2023-10-03,,399,UK
1015,Standard,2023-04-27,,399,Germany
1016,Premium,2023-06-13,,399,US
1017,Basic,2023-10-15,2023-10-09,199,
1018,Standard,2023-01-28,2023-02-01,799,Germany
1019,Premium,2023-11-29,2023-09-23,199,Australia
1020,Basic,2023-01-01,,799,Australia
1021,Standard,2023-07-07,,199,UK
1022,Basic,2023-02-25,2024-01-01,399,India
1023,Premium,2023-02-04,,199,
1024,,2023-04-22,2023-02-18,199,
1025,Premium,2023-10-13,,199,India
1026,Standard,2023-11-06,,399,Australia
1027,Premium,2023-02-05,,399,Australia
1028,Premium,2023-08-05,,799,
1029,Basic,2023-03-21,,199,US
1030,Premium,2023-11-10,2023-03-20,399,
1031,Basic,2023-03-24,,799,Australia
1032,Standard,2023-03-06,,199,Australia
1033,Basic,2023-11-21,,199,US
1034,Basic,2023-05-08,,399,Germany
1035,Basic,2023-11-03,,199,Germany
1036,Standard,2023-01-22,,199,US
1037,Basic,2023-08-04,2023-04-18,399,US
1038,Standard,2023-04-17,,199,Germany
1039,Basic,2023-04-19,2023-02-27,399,Germany
1040,Basic,2023-12-23,2023-03-19,799,Germany
1041,Standard,2023-06-30,,399,Germany
1042,Premium,2023-12-22,,399,
1043,Basic,2023-06-13,2023-05-06,199,
1044,Standard,2023-03-09,,799,UK
1045,Premium,2023-10-19,,199,US
1046,Standard,2023-06-29,2023-07-14,399,India
1047,Basic,2023-06-30,,,UK
1048,Basic,2023-06-18,,399,India
1049,Premium,2023-01-22,,399,India
1050,Basic,2023-03-07,,199,Australia
1051,Premium,2023-01-21,,199,US
1052,Standard,2023-04-10,,799,
1053,Premium,2023-10-27,,199,UK
1054,Premium,2023-04-13,,399,US
1055,,2023-02-16,2024-01-30,199,Germany
1056,Basic,2023-02-08,,799,US
1057,Premium,2023-10-12,,199,India
1058,Basic,2023-11-06,2023-07-25,399,
1059,Standard,2023-03-31,,399,Germany
1060,Standard,2023-03-26,,399,US
1061,Premium,2023-09-30,2023-04-13,199,US
1062,,2023-12-02,,399,
1063,Premium,2023-07-07,,199,India
1064,Basic,2023-06-08,,199,Germany
1065,Basic,2023-08-31,,199,India
1066,Standard,2023-03-14,,399,
1067,Basic,2023-02-18,,199,US
1068,Basic,2023-04-11,,,UK
1069,Basic,2023-01-02,2024-01-21,399,UK
1070,Basic,2023-09-01,,199,Australia
1071,Basic,2023-06-25,2023-02-28,399,UK
1072,Basic,2023-08-26,,799,
1073,Basic,2023-02-28,,199,
1074,Basic,2023-12-19,,399,
1075,,2023-04-09,,399,Germany
1076,Basic,2023-12-25,2023-07-06,199,Australia
1077,Basic,2023-01-02,2023-12-10,799,Germany
1078,Standard,2023-08-31,2023-11-30,199,UK
1079,Basic,2023-10-24,,199,UK
1080,Premium,2023-07-30,,799,US
1081,Premium,2023-05-03,2023-11-05,399,Germany
1082,Basic,2023-08-17,,799,India
1083,Basic,2023-03-23,,399,US
1084,Premium,2023-05-24,,399,Germany
1085,Premium,2023-05-20,,799,
1086,Standard,2023-01-29,,199,Australia
1087,Standard,2023-09-27,2023-11-09,799,Germany
1088,Basic,2023-09-04,,399,Australia
1089,,2023-01-12,,199,Australia
1090,Basic,2023-12-21,,399,UK
1091,Premium,2023-12-03,,199,India
1092,Standard,2023-04-16,2023-02-06,399,Germany
1093,Standard,2023-02-01,,399,India
1094,Standard,2023-03-15,,,Australia
1095,Basic,2023-06-20,,199,UK
1096,Basic,2023-12-03,,399,India
1097,Basic,2023-03-10,,199,US
1098,Basic,2023-10-28,,399,Australia
1099,Premium,2023-12-28,,399,US
1100,Basic,2023-05-17,,399,
1101,Basic,2023-04-10,,799,India
1102,,2023-05-26,2023-12-01,799,India
1103,Premium,2023-01-09,2023-07-31,199,India
1104,Premium,2023-03-03,2023-05-19,199,
1105,,2023-07-04,,399,Germany
1106,Basic,2023-01-29,,399,Australia
1107,Basic,2023-04-24,,199,Australia
1108,Premium,2023-05-23,,399,Australia
1109,Standard,2023-04-30,2023-12-20,199,Germany
1110,Basic,2023-06-19,2023-08-24,199,India
1111,Premium,2023-06-06,2023-09-21,799,India
1112,Basic,2023-12-01,,199,
1113,Basic,2023-12-15,2023-08-05,199,US
1114,Standard,2023-09-17,2024-03-15,199,Germany
1115,Standard,2023-03-23,,799,UK
1116,Standard,2023-08-30,,,Germany
1117,Basic,2023-06-21,2024-03-12,399,
1118,Premium,2023-08-19,,199,US
1119,Basic,2023-07-27,,799,US
1120,Basic,2023-03-16,,399,US
1121,Premium,2023-09-27,,799,India
1122,,2023-04-24,2023-12-25,799,UK
1123,Premium,2023-03-03,,199,US
1124,Premium,2023-12-28,,399,Australia
1125,Standard,2023-11-16,2024-01-22,199,India
1126,Standard,2023-04-12,,199,UK
1127,Basic,2023-12-28,,799,Australia
1128,Basic,2023-07-29,,799,UK
1129,Basic,2023-09-12,2023-02-07,399,
1130,Basic,2023-01-20,,399,UK
1131,Standard,2023-02-27,2023-03-24,199,Australia
1132,Standard,2023-04-22,,199,Germany
1133,Basic,2023-11-09,2024-03-03,199,UK
1134,Basic,2023-07-15,2023-08-17,399,Germany
1135,Standard,2023-12-19,,399,UK
1136,Basic,2023-04-02,,199,
1137,Premium,2023-02-21,,,Australia
1138,Standard,2023-10-20,,199,UK
1139,Standard,2023-01-08,2024-02-25,799,US
1140,Standard,2023-10-27,,399,
1141,Premium,2023-04-08,,199,US
1142,Basic,2023-08-24,2023-06-16,799,
1143,Standard,2023-03-10,,399,
1144,Standard,2023-02-14,2023-10-16,399,UK
1145,Basic,2023-05-17,,399,Australia
1146,Premium,2023-08-22,,199,Australia
1147,Premium,2023-02-01,,399,India
1148,Standard,2023-10-16,,799,Australia
1149,Premium,2023-05-06,,199,Germany
1150,Premium,2023-03-08,2023-12-30,199,UK
1151,Standard,2023-01-30,,799,US
1152,Premium,2023-04-24,2024-03-06,199,Australia
1153,Standard,2023-07-23,,399,US
1154,Standard,2023-01-29,,399,India
1155,Standard,2023-05-11,,399,UK
1156,Premium,2023-07-04,,199,Australia
1157,Basic,2023-09-10,,199,US
1158,Premium,2023-10-13,,199,
1159,Premium,2023-03-03,2023-07-21,399,Australia
1160,Basic,2023-01-03,,399,India
1161,Premium,2023-03-09,2023-04-26,399,
1162,Basic,2023-01-25,,399,US
1163,Basic,2023-06-28,2023-03-17,199,US
1164,Standard,2023-05-21,,199,UK
1165,Basic,2023-08-19,2024-01-11,799,UK
1166,Premium,2023-10-27,2023-08-04,399,US
1167,Premium,2023-06-12,,199,
1168,Standard,2023-11-07,2023-07-05,199,UK
1169,Basic,2023-05-10,,199,US
1170,Basic,2023-09-03,2024-03-03,199,
1171,Standard,2023-10-24,,799,Germany
1172,,2023-06-21,,799,Australia
1173,Standard,2023-03-05,,799,Germany
1174,Basic,2023-01-31,2023-02-08,799,Germany
1175,Standard,2023-02-16,,799,Australia
1176,Standard,2023-05-10,,399,US
1177,Premium,2023-12-18,,199,US
1178,Basic,2023-11-29,,799,UK
1179,Premium,2023-04-20,,199,India
1180,Standard,2023-03-10,2023-05-25,199,US
1181,,2023-02-27,2023-07-03,199,Australia
1182,Basic,2023-04-16,2023-06-09,399,India
1183,Standard,2023-10-27,2023-12-27,199,Australia
1184,Premium,2023-11-26,2023-04-21,199,Australia
1185,Basic,2023-09-13,,399,Australia
1186,Premium,2023-11-08,,799,India
1187,Standard,2023-06-20,,399,Germany
1188,Basic,2023-06-11,2024-02-18,799,
1189,Basic,2023-10-13,,199,Australia
1190,Standard,2023-03-12,,199,UK
1191,Basic,2023-09-12,,399,US
1192,Standard,2023-02-24,2023-11-16,399,
1193,Basic,2023-11-19,2023-06-26,399,US
1194,Standard,2023-01-03,2023-11-21,799,US
1195,Basic,2023-01-26,,799,India
1196,Premium,2023-11-09,,799,UK
1197,,2023-05-06,2023-10-26,199,UK
1198,,2023-02-22,2023-06-12,199,
1199,Standard,2023-07-17,,399,UK
1200,Basic,2023-10-26,,199,UK
1201,Premium,2023-07-07,,199,UK
1202,Basic,2023-07-05,,199,
1203,Basic,2023-11-01,,199,Germany
1204,Basic,2023-10-25,2023-03-21,199,UK
1205,Standard,2023-07-23,,199,UK
1206,Premium,2023-01-11,,399,India
1207,Standard,2023-12-25,,399,India
1208,Basic,2023-12-20,2023-02-22,399,UK
1209,Basic,2023-05-26,,399,Germany
1210,,2023-03-26,,199,UK
1211,Basic,2023-04-10,,199,UK
1212,Standard,2023-04-14,2024-02-12,199,UK
1213,Basic,2023-02-15,,799,Australia
1214,Premium,2023-02-13,,399,Germany
1215,Standard,2023-10-05,,199,US
1216,Basic,2023-06-30,,199,UK
1217,Basic,2023-07-06,2024-02-10,,US
1218,Standard,2023-04-24,2023-04-28,399,Germany
1219,Standard,2023-09-12,,799,UK
1220,Basic,2023-01-30,,199,US
1221,,2023-09-21,,199,
1222,Basic,2023-04-08,,799,US
1223,Basic,2023-11-09,,399,Germany
1224,Premium,2023-11-25,,399,UK
1225,Basic,2023-04-25,,399,Australia
1226,Standard,2023-10-03,,399,Germany
1227,Basic,2023-10-08,2024-03-18,399,Australia
1228,Basic,2023-10-02,,199,UK
1229,,2023-09-18,,199,US
1230,Basic,2023-11-27,,799,
1231,Premium,2023-07-26,,199,
1232,Basic,2023-11-24,2023-05-22,399,Germany
1233,Basic,2023-07-30,,399,Germany
1234,Basic,2023-08-03,,,Germany
1235,Standard,2023-02-09,,199,India
1236,Basic,2023-01-26,2023-05-21,199,
1237,Premium,2023-01-27,2023-04-12,799,
1238,Standard,2023-07-09,,799,UK
1239,,2023-03-24,,399,India
1240,Basic,2023-06-19,,399,Germany
1241,Premium,2023-06-16,2023-07-03,199,Germany
1242,Premium,2023-07-07,,399,Australia
1243,Premium,2023-06-18,2023-03-28,799,India
1244,Premium,2023-10-16,2023-10-14,799,US
1245,Premium,2023-08-17,,199,
1246,Standard,2023-04-07,,199,UK
1247,Basic,2023-01-16,2023-07-05,399,US
1248,Basic,2023-10-06,2023-05-23,,US
1249,Premium,2023-05-15,2023-12-14,399,UK
1250,Standard,2023-01-26,,199,Germany
1251,Premium,2023-12-18,,199,
1252,Standard,2023-01-12,,399,Australia
1253,Basic,2023-03-13,,199,Germany
1254,Basic,2023-05-13,,799,Germany
1255,Standard,2023-04-16,2023-03-18,799,India
1256,Basic,2023-08-08,,399,US
1257,Basic,2023-06-26,,199,US
1258,Standard,2023-10-09,2023-09-25,799,
1259,Basic,2023-05-13,2023-12-30,199,US
1260,Standard,2023-01-22,2023-05-16,199,Australia
1261,Basic,2023-09-26,2023-08-05,799,Australia
1262,Premium,2023-06-10,,799,Australia
1263,Basic,2023-04-17,,799,UK
1264,Standard,2023-10-06,,199,
1265,Basic,2023-12-19,,199,Australia
1266,Basic,2023-08-23,,199,India
1267,Basic,2023-01-18,,199,India
1268,Standard,2023-08-30,2023-07-08,799,Germany
1269,Standard,2023-04-27,,199,Germany
1270,Basic,2023-10-13,,399,
1271,Standard,2023-10-09,2023-08-16,199,Germany
1272,Premium,2023-05-24,2024-02-16,199,Germany
1273,Premium,2023-07-24,,,India
1274,Basic,2023-02-08,,199,Germany
1275,Standard,2023-06-03,2023-07-26,199,India
1276,Basic,2023-06-25,,199,Australia
1277,Basic,2023-08-29,,199,Australia
1278,,2023-05-14,,399,
1279,Basic,2023-02-15,2023-10-18,199,UK
1280,Standard,2023-02-19,,399,Germany
1281,Standard,2023-06-15,,799,Australia
1282,Standard,2023-04-16,2023-11-13,399,Australia
1283,Standard,2023-08-04,,199,
1284,Basic,2023-05-26,,399,US
1285,Basic,2023-03-13,2023-11-19,199,US
1286,Standard,2023-11-26,2023-12-31,399,
1287,Basic,2023-09-30,2023-06-22,399,India
1288,Basic,2023-09-04,,199,UK
1289,Basic,2023-07-05,2023-12-04,799,
1290,Basic,2023-03-11,,799,US
1291,Basic,2023-05-30,,799,UK
1292,Basic,2023-09-03,2023-08-15,199,Australia
1293,Standard,2023-09-19,,399,
1294,Standard,2023-01-26,,799,India
1295,Premium,2023-05-20,,199,UK
1296,Basic,2023-04-09,2023-09-12,799,US
1297,Basic,2023-10-05,,199,Australia
1298,Basic,2023-02-20,,199,
1299,Standard,2023-05-31,,799,Germany
1300,Standard,2023-04-14,2024-02-29,799,Australia
1301,Basic,2023-03-30,,799,US
1302,Premium,2023-05-21,,799,
1303,Basic,2023-08-01,2023-03-14,199,US
1304,Standard,2023-08-21,,199,Germany
1305,Standard,2023-07-02,,799,Australia
1306,Premium,2023-09-08,,199,UK
1307,Standard,2023-01-09,,399,UK
1308,Premium,2023-03-20,,399,Australia
1309,Basic,2023-02-21,,199,UK
1310,Premium,2023-09-26,,199,
1311,Basic,2023-08-14,,399,Australia
1312,Premium,2023-02-20,,799,Australia
1313,Standard,2023-07-05,,399,US
1314,Premium,2023-02-03,,399,India
1315,Standard,2023-10-18,,399,US
1316,Standard,2023-08-18,,199,UK
1317,Standard,2023-05-11,2023-06-30,199,India
1318,Standard,2023-04-30,2023-11-22,199,Australia
1319,Basic,2023-11-22,,199,UK
1320,Basic,2023-09-04,2023-04-03,199,Germany
1321,Basic,2023-07-11,2023-06-09,199,UK
1322,Basic,2023-11-19,,199,India
1323,Premium,2023-07-29,2023-10-12,199,India
1324,Basic,2023-04-13,2024-01-08,399,Australia
1325,,2023-11-25,,399,
1326,Basic,2023-05-13,,199,Germany
1327,Basic,2023-11-19,,799,Australia
1328,Premium,2023-05-19,,199,Germany
1329,Standard,2023-05-01,,799,Germany
1330,Standard,2023-04-04,,199,Australia
1331,Standard,2023-05-09,,799,UK
1332,Standard,2023-04-01,2023-09-01,199,US
1333,Basic,2023-04-02,2023-04-13,799,Germany
1334,,2023-03-04,,199,India
1335,,2023-01-29,,399,Australia
1336,Standard,2023-07-29,,199,
1337,Basic,2023-01-12,,199,UK
1338,Standard,2023-11-29,,799,Germany
1339,Basic,2023-10-24,,199,
1340,Basic,2023-05-10,,799,UK
1341,Basic,2023-10-20,2023-05-14,199,Australia
1342,Standard,2023-06-22,,399,
1343,Premium,2023-07-27,2023-07-07,399,India
1344,Standard,2023-01-24,,199,Germany
1345,Standard,2023-04-09,,199,Germany
1346,Basic,2023-12-22,,799,
1347,Basic,2023-05-19,,799,UK
1348,Basic,2023-11-10,,799,Australia
1349,,2023-06-23,,199,US
1350,Basic,2023-01-29,,399,Germany
1351,Premium,2023-05-23,,199,India
1352,Standard,2023-11-12,,199,Germany
1353,Basic,2023-12-17,,799,Germany
1354,Standard,2023-02-11,2023-10-29,199,US
1355,Standard,2023-10-26,,199,US
1356,Premium,2023-07-27,,199,Australia
1357,Premium,2023-11-26,,399,Germany
1358,Basic,2023-07-11,,799,Germany
